"Label","Ascension Parish, Louisiana!!Total!!Estimate","Ascension Parish, Louisiana!!Total!!Margin of Error","Ascension Parish, Louisiana!!Below poverty level!!Estimate","Ascension Parish, Louisiana!!Below poverty level!!Margin of Error","Ascension Parish, Louisiana!!Percent below poverty level!!Estimate","Ascension Parish, Louisiana!!Percent below poverty level!!Margin of Error","Bossier Parish, Louisiana!!Total!!Estimate","Bossier Parish, Louisiana!!Total!!Margin of Error","Bossier Parish, Louisiana!!Below poverty level!!Estimate","Bossier Parish, Louisiana!!Below poverty level!!Margin of Error","Bossier Parish, Louisiana!!Percent below poverty level!!Estimate","Bossier Parish, Louisiana!!Percent below poverty level!!Margin of Error","Caddo Parish, Louisiana!!Total!!Estimate","Caddo Parish, Louisiana!!Total!!Margin of Error","Caddo Parish, Louisiana!!Below poverty level!!Estimate","Caddo Parish, Louisiana!!Below poverty level!!Margin of Error","Caddo Parish, Louisiana!!Percent below poverty level!!Estimate","Caddo Parish, Louisiana!!Percent below poverty level!!Margin of Error","Calcasieu Parish, Louisiana!!Total!!Estimate","Calcasieu Parish, Louisiana!!Total!!Margin of Error","Calcasieu Parish, Louisiana!!Below poverty level!!Estimate","Calcasieu Parish, Louisiana!!Below poverty level!!Margin of Error","Calcasieu Parish, Louisiana!!Percent below poverty level!!Estimate","Calcasieu Parish, Louisiana!!Percent below poverty level!!Margin of Error","East Baton Rouge Parish, Louisiana!!Total!!Estimate","East Baton Rouge Parish, Louisiana!!Total!!Margin of Error","East Baton Rouge Parish, Louisiana!!Below poverty level!!Estimate","East Baton Rouge Parish, Louisiana!!Below poverty level!!Margin of Error","East Baton Rouge Parish, Louisiana!!Percent below poverty level!!Estimate","East Baton Rouge Parish, Louisiana!!Percent below poverty level!!Margin of Error","Iberia Parish, Louisiana!!Total!!Estimate","Iberia Parish, Louisiana!!Total!!Margin of Error","Iberia Parish, Louisiana!!Below poverty level!!Estimate","Iberia Parish, Louisiana!!Below poverty level!!Margin of Error","Iberia Parish, Louisiana!!Percent below poverty level!!Estimate","Iberia Parish, Louisiana!!Percent below poverty level!!Margin of Error","Jefferson Parish, Louisiana!!Total!!Estimate","Jefferson Parish, Louisiana!!Total!!Margin of Error","Jefferson Parish, Louisiana!!Below poverty level!!Estimate","Jefferson Parish, Louisiana!!Below poverty level!!Margin of Error","Jefferson Parish, Louisiana!!Percent below poverty level!!Estimate","Jefferson Parish, Louisiana!!Percent below poverty level!!Margin of Error","Lafayette Parish, Louisiana!!Total!!Estimate","Lafayette Parish, Louisiana!!Total!!Margin of Error","Lafayette Parish, Louisiana!!Below poverty level!!Estimate","Lafayette Parish, Louisiana!!Below poverty level!!Margin of Error","Lafayette Parish, Louisiana!!Percent below poverty level!!Estimate","Lafayette Parish, Louisiana!!Percent below poverty level!!Margin of Error","Lafourche Parish, Louisiana!!Total!!Estimate","Lafourche Parish, Louisiana!!Total!!Margin of Error","Lafourche Parish, Louisiana!!Below poverty level!!Estimate","Lafourche Parish, Louisiana!!Below poverty level!!Margin of Error","Lafourche Parish, Louisiana!!Percent below poverty level!!Estimate","Lafourche Parish, Louisiana!!Percent below poverty level!!Margin of Error","Livingston Parish, Louisiana!!Total!!Estimate","Livingston Parish, Louisiana!!Total!!Margin of Error","Livingston Parish, Louisiana!!Below poverty level!!Estimate","Livingston Parish, Louisiana!!Below poverty level!!Margin of Error","Livingston Parish, Louisiana!!Percent below poverty level!!Estimate","Livingston Parish, Louisiana!!Percent below poverty level!!Margin of Error","Orleans Parish, Louisiana!!Total!!Estimate","Orleans Parish, Louisiana!!Total!!Margin of Error","Orleans Parish, Louisiana!!Below poverty level!!Estimate","Orleans Parish, Louisiana!!Below poverty level!!Margin of Error","Orleans Parish, Louisiana!!Percent below poverty level!!Estimate","Orleans Parish, Louisiana!!Percent below poverty level!!Margin of Error","Ouachita Parish, Louisiana!!Total!!Estimate","Ouachita Parish, Louisiana!!Total!!Margin of Error","Ouachita Parish, Louisiana!!Below poverty level!!Estimate","Ouachita Parish, Louisiana!!Below poverty level!!Margin of Error","Ouachita Parish, Louisiana!!Percent below poverty level!!Estimate","Ouachita Parish, Louisiana!!Percent below poverty level!!Margin of Error","Rapides Parish, Louisiana!!Total!!Estimate","Rapides Parish, Louisiana!!Total!!Margin of Error","Rapides Parish, Louisiana!!Below poverty level!!Estimate","Rapides Parish, Louisiana!!Below poverty level!!Margin of Error","Rapides Parish, Louisiana!!Percent below poverty level!!Estimate","Rapides Parish, Louisiana!!Percent below poverty level!!Margin of Error","St. Landry Parish, Louisiana!!Total!!Estimate","St. Landry Parish, Louisiana!!Total!!Margin of Error","St. Landry Parish, Louisiana!!Below poverty level!!Estimate","St. Landry Parish, Louisiana!!Below poverty level!!Margin of Error","St. Landry Parish, Louisiana!!Percent below poverty level!!Estimate","St. Landry Parish, Louisiana!!Percent below poverty level!!Margin of Error","St. Tammany Parish, Louisiana!!Total!!Estimate","St. Tammany Parish, Louisiana!!Total!!Margin of Error","St. Tammany Parish, Louisiana!!Below poverty level!!Estimate","St. Tammany Parish, Louisiana!!Below poverty level!!Margin of Error","St. Tammany Parish, Louisiana!!Percent below poverty level!!Estimate","St. Tammany Parish, Louisiana!!Percent below poverty level!!Margin of Error","Tangipahoa Parish, Louisiana!!Total!!Estimate","Tangipahoa Parish, Louisiana!!Total!!Margin of Error","Tangipahoa Parish, Louisiana!!Below poverty level!!Estimate","Tangipahoa Parish, Louisiana!!Below poverty level!!Margin of Error","Tangipahoa Parish, Louisiana!!Percent below poverty level!!Estimate","Tangipahoa Parish, Louisiana!!Percent below poverty level!!Margin of Error","Terrebonne Parish, Louisiana!!Total!!Estimate","Terrebonne Parish, Louisiana!!Total!!Margin of Error","Terrebonne Parish, Louisiana!!Below poverty level!!Estimate","Terrebonne Parish, Louisiana!!Below poverty level!!Margin of Error","Terrebonne Parish, Louisiana!!Percent below poverty level!!Estimate","Terrebonne Parish, Louisiana!!Percent below poverty level!!Margin of Error","United States!!Total!!Estimate","United States!!Total!!Margin of Error","United States!!Below poverty level!!Estimate","United States!!Below poverty level!!Margin of Error","United States!!Percent below poverty level!!Estimate","United States!!Percent below poverty level!!Margin of Error"
"            Worked part-time or part-year in the past 12 months","13,459","±3,032","978","±761","7.3%","±5.5","16,152","±1,990","3,293","±1,276","20.4%","±7.1","33,205","±3,101","8,859","±1,729","26.7%","±4.8","34,572","±3,248","7,196","±2,087","20.8%","±5.6","82,483","±5,275","19,612","±3,078","23.8%","±3.7","6,408","±1,448","949","±558","14.8%","±8.3","67,911","±3,942","10,642","±2,296","15.7%","±3.2","38,544","±4,347","7,237","±1,721","18.8%","±4.2","15,635","±1,934","3,484","±1,128","22.3%","±6.3","21,586","±3,270","4,132","±1,867","19.1%","±8.0","72,717","±4,137","18,882","±2,616","26.0%","±3.2","19,094","±2,665","4,977","±1,147","26.1%","±5.4","16,831","±2,091","3,429","±1,271","20.4%","±6.8","12,360","±1,926","2,117","±923","17.1%","±6.9","40,985","±3,508","5,877","±2,019","14.3%","±4.6","23,906","±3,153","6,288","±1,912","26.3%","±7.3","18,108","±2,485","4,753","±2,098","26.2%","±10.7","55,905,879","±142,919","8,345,468","±63,452","14.9%","±0.1"
"            Did not work","30,435","±3,064","5,155","±2,292","16.9%","±6.9","34,982","±2,454","7,933","±1,978","22.7%","±5.4","79,952","±4,864","25,674","±3,819","32.1%","±3.9","61,050","±3,345","18,167","±3,365","29.8%","±5.0","112,138","±5,419","27,658","±4,314","24.7%","±3.3","22,564","±2,025","7,479","±1,635","33.1%","±6.4","114,460","±4,201","24,618","±3,613","21.5%","±2.8","60,322","±4,321","16,778","±3,203","27.8%","±4.4","29,586","±1,963","6,674","±1,823","22.6%","±5.7","39,705","±3,581","8,432","±2,591","21.2%","±6.0","106,507","±3,844","43,249","±4,111","40.6%","±3.3","45,135","±2,990","15,427","±2,930","34.2%","±5.5","38,336","±2,552","9,183","±1,763","24.0%","±4.3","28,203","±2,482","8,719","±1,858","30.9%","±5.6","77,040","±4,036","13,668","±2,917","17.7%","±3.5","38,205","±3,305","10,571","±2,706","27.7%","±6.6","32,762","±2,660","6,581","±1,960","20.1%","±5.5","85,428,271","±150,402","17,440,361","±112,546","20.4%","±0.1"
"    ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        50 percent of poverty level","4,592","±2,721","(X)","(X)","(X)","(X)","9,889","±2,859","(X)","(X)","(X)","(X)","30,228","±6,134","(X)","(X)","(X)","(X)","20,170","±4,603","(X)","(X)","(X)","(X)","34,232","±5,734","(X)","(X)","(X)","(X)","7,805","±2,587","(X)","(X)","(X)","(X)","25,055","±5,700","(X)","(X)","(X)","(X)","16,637","±4,747","(X)","(X)","(X)","(X)","8,148","±2,894","(X)","(X)","(X)","(X)","8,494","±3,369","(X)","(X)","(X)","(X)","45,068","±5,532","(X)","(X)","(X)","(X)","20,956","±3,889","(X)","(X)","(X)","(X)","8,846","±2,837","(X)","(X)","(X)","(X)","7,814","±2,718","(X)","(X)","(X)","(X)","9,490","±2,794","(X)","(X)","(X)","(X)","15,308","±5,097","(X)","(X)","(X)","(X)","8,585","±3,322","(X)","(X)","(X)","(X)","17,602,164","±126,927","(X)","(X)","(X)","(X)"
"        125 percent of poverty level","13,691","±4,241","(X)","(X)","(X)","(X)","29,495","±5,267","(X)","(X)","(X)","(X)","70,468","±6,904","(X)","(X)","(X)","(X)","50,247","±7,600","(X)","(X)","(X)","(X)","99,454","±9,535","(X)","(X)","(X)","(X)","18,828","±3,031","(X)","(X)","(X)","(X)","79,418","±8,930","(X)","(X)","(X)","(X)","50,120","±7,909","(X)","(X)","(X)","(X)","24,843","±4,295","(X)","(X)","(X)","(X)","21,120","±5,647","(X)","(X)","(X)","(X)","106,704","±7,566","(X)","(X)","(X)","(X)","45,326","±4,830","(X)","(X)","(X)","(X)","27,107","±3,885","(X)","(X)","(X)","(X)","23,376","±4,603","(X)","(X)","(X)","(X)","43,867","±6,692","(X)","(X)","(X)","(X)","37,408","±6,475","(X)","(X)","(X)","(X)","25,920","±5,263","(X)","(X)","(X)","(X)","52,189,901","±299,896","(X)","(X)","(X)","(X)"
"        150 percent of poverty level","16,967","±4,893","(X)","(X)","(X)","(X)","33,605","±5,156","(X)","(X)","(X)","(X)","83,711","±7,309","(X)","(X)","(X)","(X)","60,236","±8,068","(X)","(X)","(X)","(X)","115,418","±8,973","(X)","(X)","(X)","(X)","21,304","±3,305","(X)","(X)","(X)","(X)","96,360","±10,239","(X)","(X)","(X)","(X)","63,035","±8,504","(X)","(X)","(X)","(X)","27,736","±4,608","(X)","(X)","(X)","(X)","28,883","±6,502","(X)","(X)","(X)","(X)","124,521","±7,553","(X)","(X)","(X)","(X)","52,316","±4,886","(X)","(X)","(X)","(X)","34,626","±4,006","(X)","(X)","(X)","(X)","30,241","±5,036","(X)","(X)","(X)","(X)","50,813","±6,864","(X)","(X)","(X)","(X)","42,382","±6,608","(X)","(X)","(X)","(X)","31,821","±5,518","(X)","(X)","(X)","(X)","65,139,120","±335,989","(X)","(X)","(X)","(X)"
"        185 percent of poverty level","21,007","±5,385","(X)","(X)","(X)","(X)","43,930","±6,048","(X)","(X)","(X)","(X)","96,149","±7,281","(X)","(X)","(X)","(X)","72,342","±8,255","(X)","(X)","(X)","(X)","140,974","±8,893","(X)","(X)","(X)","(X)","24,973","±3,306","(X)","(X)","(X)","(X)","127,086","±10,780","(X)","(X)","(X)","(X)","72,184","±7,903","(X)","(X)","(X)","(X)","34,175","±4,653","(X)","(X)","(X)","(X)","35,704","±6,557","(X)","(X)","(X)","(X)","144,860","±6,815","(X)","(X)","(X)","(X)","59,262","±5,367","(X)","(X)","(X)","(X)","42,558","±4,297","(X)","(X)","(X)","(X)","36,162","±4,994","(X)","(X)","(X)","(X)","62,050","±6,561","(X)","(X)","(X)","(X)","49,718","±6,360","(X)","(X)","(X)","(X)","38,431","±5,855","(X)","(X)","(X)","(X)","84,162,461","±410,280","(X)","(X)","(X)","(X)"
"        200 percent of poverty level","25,020","±6,196","(X)","(X)","(X)","(X)","48,067","±5,951","(X)","(X)","(X)","(X)","102,674","±7,358","(X)","(X)","(X)","(X)","77,468","±8,217","(X)","(X)","(X)","(X)","146,657","±9,001","(X)","(X)","(X)","(X)","28,568","±3,699","(X)","(X)","(X)","(X)","142,934","±11,363","(X)","(X)","(X)","(X)","78,334","±8,027","(X)","(X)","(X)","(X)","37,561","±4,906","(X)","(X)","(X)","(X)","38,790","±6,569","(X)","(X)","(X)","(X)","152,109","±7,023","(X)","(X)","(X)","(X)","62,487","±5,658","(X)","(X)","(X)","(X)","50,292","±4,871","(X)","(X)","(X)","(X)","38,992","±4,686","(X)","(X)","(X)","(X)","68,095","±6,967","(X)","(X)","(X)","(X)","56,427","±6,269","(X)","(X)","(X)","(X)","39,989","±5,958","(X)","(X)","(X)","(X)","92,655,786","±420,869","(X)","(X)","(X)","(X)"
"        300 percent of poverty level","45,870","±6,624","(X)","(X)","(X)","(X)","65,631","±6,228","(X)","(X)","(X)","(X)","134,837","±8,407","(X)","(X)","(X)","(X)","105,943","±8,350","(X)","(X)","(X)","(X)","219,164","±8,816","(X)","(X)","(X)","(X)","38,259","±4,100","(X)","(X)","(X)","(X)","216,303","±10,569","(X)","(X)","(X)","(X)","113,001","±8,931","(X)","(X)","(X)","(X)","52,701","±4,497","(X)","(X)","(X)","(X)","60,705","±7,942","(X)","(X)","(X)","(X)","202,571","±8,769","(X)","(X)","(X)","(X)","86,394","±6,773","(X)","(X)","(X)","(X)","73,484","±5,170","(X)","(X)","(X)","(X)","52,326","±3,992","(X)","(X)","(X)","(X)","113,912","±9,220","(X)","(X)","(X)","(X)","71,953","±6,318","(X)","(X)","(X)","(X)","55,716","±6,155","(X)","(X)","(X)","(X)","143,196,072","±488,803","(X)","(X)","(X)","(X)"
"        400 percent of poverty level","61,418","±7,050","(X)","(X)","(X)","(X)","85,173","±4,957","(X)","(X)","(X)","(X)","164,381","±7,844","(X)","(X)","(X)","(X)","129,880","±7,339","(X)","(X)","(X)","(X)","271,449","±9,085","(X)","(X)","(X)","(X)","48,019","±3,600","(X)","(X)","(X)","(X)","275,771","±9,898","(X)","(X)","(X)","(X)","147,134","±7,916","(X)","(X)","(X)","(X)","67,692","±3,599","(X)","(X)","(X)","(X)","81,876","±7,772","(X)","(X)","(X)","(X)","247,490","±8,563","(X)","(X)","(X)","(X)","105,035","±5,539","(X)","(X)","(X)","(X)","90,651","±4,925","(X)","(X)","(X)","(X)","63,644","±3,338","(X)","(X)","(X)","(X)","147,880","±9,197","(X)","(X)","(X)","(X)","91,555","±6,215","(X)","(X)","(X)","(X)","72,592","±5,985","(X)","(X)","(X)","(X)","187,401,509","±435,812","(X)","(X)","(X)","(X)"
"        500 percent of poverty level","76,317","±6,413","(X)","(X)","(X)","(X)","95,471","±4,463","(X)","(X)","(X)","(X)","184,680","±6,241","(X)","(X)","(X)","(X)","152,474","±6,314","(X)","(X)","(X)","(X)","307,578","±10,582","(X)","(X)","(X)","(X)","55,350","±3,222","(X)","(X)","(X)","(X)","321,623","±9,524","(X)","(X)","(X)","(X)","174,682","±6,489","(X)","(X)","(X)","(X)","75,235","±2,979","(X)","(X)","(X)","(X)","96,987","±7,172","(X)","(X)","(X)","(X)","282,352","±6,304","(X)","(X)","(X)","(X)","118,236","±4,893","(X)","(X)","(X)","(X)","101,790","±3,860","(X)","(X)","(X)","(X)","67,517","±2,797","(X)","(X)","(X)","(X)","177,347","±8,631","(X)","(X)","(X)","(X)","105,528","±4,792","(X)","(X)","(X)","(X)","85,080","±3,945","(X)","(X)","(X)","(X)","221,484,622","±368,116","(X)","(X)","(X)","(X)"
"UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED","15,774","±2,706","3,046","±1,242","19.3%","±7.4","21,281","±2,773","5,076","±1,365","23.9%","±6.0","49,823","±5,166","17,858","±2,579","35.8%","±4.4","34,565","±3,643","11,542","±2,580","33.4%","±5.7","97,652","±6,894","31,225","±4,200","32.0%","±3.7","8,572","±1,903","3,127","±1,269","36.5%","±10.3","86,198","±4,515","19,210","±2,797","22.3%","±2.9","50,537","±5,856","16,271","±3,312","32.2%","±4.7","17,716","±2,676","4,846","±1,196","27.4%","±5.6","21,437","±3,953","6,448","±2,204","30.1%","±9.8","115,893","±5,222","38,064","±3,805","32.8%","±2.7","30,691","±3,532","10,982","±1,814","35.8%","±5.0","24,497","±3,062","6,238","±1,738","25.5%","±6.1","14,168","±2,304","5,685","±1,425","40.1%","±7.6","41,804","±4,082","9,416","±1,972","22.5%","±4.0","23,860","±3,085","8,031","±1,732","33.7%","±6.7","17,193","±2,280","4,628","±1,404","26.9%","±8.0","63,367,537","±165,049","15,147,496","±85,504","23.9%","±0.1"
"    Male","8,427","±2,067","1,188","±771","14.1%","±9.0","11,093","±1,517","2,253","±991","20.3%","±8.3","23,943","±3,203","8,376","±2,097","35.0%","±7.2","17,173","±2,432","5,049","±1,621","29.4%","±7.7","45,669","±4,471","13,766","±2,839","30.1%","±5.1","4,261","±1,268","1,105","±711","25.9%","±12.9","42,900","±3,314","8,581","±1,810","20.0%","±3.8","24,142","±3,413","6,460","±2,159","26.8%","±7.7","8,925","±1,812","1,909","±842","21.4%","±8.5","11,771","±2,939","2,949","±1,723","25.1%","±13.4","55,026","±3,397","16,348","±2,230","29.7%","±3.5","13,491","±2,130","5,235","±1,246","38.8%","±7.4","13,278","±2,269","3,279","±1,266","24.7%","±8.8","6,085","±1,427","2,178","±999","35.8%","±13.9","20,109","±2,460","3,589","±1,222","17.8%","±5.4","12,777","±2,181","2,908","±1,041","22.8%","±7.7","9,140","±1,705","1,796","±727","19.6%","±8.2","31,102,291","±114,229","6,650,045","±58,989","21.4%","±0.2"
"    Female","7,347","±1,559","1,858","±1,080","25.3%","±12.9","10,188","±2,074","2,823","±914","27.7%","±9.2","25,880","±2,869","9,482","±1,845","36.6%","±5.8","17,392","±2,578","6,493","±1,635","37.3%","±7.6","51,983","±4,568","17,459","±3,171","33.6%","±4.9","4,311","±1,118","2,022","±950","46.9%","±14.3","43,298","±3,124","10,629","±1,870","24.5%","±4.0","26,395","±3,857","9,811","±2,377","37.2%","±6.1","8,791","±1,539","2,937","±894","33.4%","±9.6","9,666","±2,251","3,499","±1,342","36.2%","±12.2","60,867","±3,108","21,716","±2,443","35.7%","±3.2","17,200","±2,152","5,747","±1,173","33.4%","±6.2","11,219","±1,698","2,959","±976","26.4%","±7.3","8,083","±1,650","3,507","±984","43.4%","±9.3","21,695","±2,427","5,827","±1,306","26.9%","±5.3","11,083","±1,889","5,123","±1,416","46.2%","±9.5","8,053","±1,594","2,832","±1,185","35.2%","±13.5","32,265,246","±88,999","8,497,451","±47,268","26.3%","±0.1"
"    15 years","0","±224","0","±224","-","**","61","±105","61","±105","100.0%","±95.9","0","±224","0","±224","-","**","151","±238","151","±238","100.0%","±61.0","103","±175","103","±175","100.0%","±73.8","0","±224","0","±224","-","**","57","±100","57","±100","100.0%","±99.3","144","±257","144","±257","100.0%","±62.4","83","±140","83","±140","100.0%","±82.2","84","±157","84","±157","100.0%","±81.8","0","±224","0","±224","-","**","0","±224","0","±224","-","**","0","±224","0","±224","-","**","0","±224","0","±224","-","**","98","±160","98","±160","100.0%","±75.7","0","±224","0","±224","-","**","0","±224","0","±224","-","**","83,618","±5,420","82,208","±5,378","98.3%","±0.8"
"    16 to 17 years","259","±404","259","±404","100.0%","±46.6","0","±224","0","±224","-","**","95","±130","95","±130","100.0%","±76.9","125","±177","125","±177","100.0%","±67.0","0","±224","0","±224","-","**","0","±224","0","±224","-","**","294","±350","294","±350","100.0%","±43.7","40","±70","40","±70","100.0%","±100.0","93","±147","93","±147","100.0%","±77.7","0","±224","0","±224","-","**","18","±26","18","±26","100.0%","±100.0","0","±224","0","±224","-","**","0","±224","0","±224","-","**","0","±224","0","±224","-","**","113","±149","113","±149","100.0%","±70.5","344","±532","344","±532","100.0%","±40.4","0","±224","0","±224","-","**","204,953","±8,533","194,244","±8,321","94.8%","±0.9"
"    18 to 24 years","549","±655","277","±447","50.5%","±50.5","2,675","±1,026","851","±555","31.8%","±20.6","5,117","±1,628","3,183","±1,199","62.2%","±12.7","4,837","±1,447","3,045","±1,468","63.0%","±16.8","18,751","±2,993","12,377","±2,842","66.0%","±9.5","1,007","±620","619","±540","61.5%","±29.1","5,991","±1,561","2,896","±1,085","48.3%","±15.5","6,690","±1,927","3,268","±1,068","48.8%","±13.5","2,387","±1,027","960","±583","40.2%","±20.5","2,134","±1,036","388","±448","18.2%","±21.5","6,547","±1,223","4,268","±944","65.2%","±8.2","3,406","±1,103","1,727","±870","50.7%","±16.2","1,704","±1,044","816","±623","47.9%","±23.2","1,101","±595","409","±311","37.1%","±30.2","1,633","±798","335","±303","20.5%","±18.5","3,213","±1,235","2,072","±970","64.5%","±14.6","923","±608","298","±389","32.3%","±31.8","6,838,105","±61,734","3,197,531","±47,239","46.8%","±0.4"
"    25 to 34 years","4,272","±1,516","714","±725","16.7%","±16.5","4,910","±1,345","858","±573","17.5%","±12.7","8,892","±1,830","2,574","±1,094","28.9%","±10.6","5,814","±1,721","1,550","±940","26.7%","±14.0","21,298","±2,774","5,287","±1,586","24.8%","±7.5","1,316","±557","172","±233","13.1%","±17.2","16,144","±1,986","3,871","±1,067","24.0%","±6.0","13,272","±2,445","4,423","±1,734","33.3%","±10.0","3,271","±1,040","730","±465","22.3%","±11.3","4,399","±1,877","2,151","±1,468","48.9%","±23.3","27,831","±2,230","5,965","±1,193","21.4%","±3.9","6,365","±2,034","1,638","±827","25.7%","±10.7","4,002","±1,199","1,189","±719","29.7%","±15.1","2,531","±1,093","391","±466","15.4%","±18.1","7,151","±1,852","1,603","±998","22.4%","±11.6","3,827","±1,626","1,104","±810","28.8%","±21.4","4,669","±1,275","1,727","±937","37.0%","±17.6","13,454,841","±75,922","2,309,930","±31,903","17.2%","±0.2"
"    35 to 44 years","2,814","±1,566","579","±542","20.6%","±19.6","3,595","±1,352","840","±625","23.4%","±15.1","7,050","±1,829","1,625","±741","23.0%","±10.2","3,754","±1,219","870","±505","23.2%","±11.3","8,813","±2,049","1,295","±657","14.7%","±7.1","1,250","±907","612","±737","49.0%","±43.1","12,397","±2,318","1,325","±626","10.7%","±5.0","6,592","±1,735","2,064","±1,237","31.3%","±15.8","1,658","±781","129","±188","7.8%","±10.9","1,664","±948","291","±447","17.5%","±25.5","18,461","±2,280","4,431","±1,306","24.0%","±5.9","3,670","±1,497","1,306","±798","35.6%","±18.2","3,433","±1,316","408","±389","11.9%","±10.9","1,585","±870","1,357","±832","85.6%","±15.6","4,233","±1,201","998","±656","23.6%","±13.0","2,983","±1,642","386","±534","12.9%","±17.6","1,732","±877","267","±256","15.4%","±15.0","7,718,960","±50,822","1,499,258","±19,931","19.4%","±0.2"
"    45 to 54 years","1,516","±932","668","±678","44.1%","±31.6","1,770","±867","676","±648","38.2%","±26.6","7,389","±1,643","3,481","±1,448","47.1%","±13.7","6,179","±1,740","2,120","±891","34.3%","±12.4","10,475","±2,336","2,782","±1,098","26.6%","±9.3","1,463","±723","849","±519","58.0%","±22.6","11,667","±1,591","1,865","±786","16.0%","±6.4","6,206","±1,815","1,671","±869","26.9%","±11.2","1,634","±717","679","±505","41.6%","±22.2","4,234","±1,932","1,239","±891","29.3%","±23.2","15,044","±1,845","4,029","±814","26.8%","±5.1","4,837","±1,149","1,488","±612","30.8%","±11.4","1,690","±497","710","±354","42.0%","±19.0","1,644","±742","698","±454","42.5%","±22.3","7,086","±1,786","1,188","±786","16.8%","±10.5","3,318","±1,327","1,356","±884","40.9%","±18.2","2,254","±953","270","±242","12.0%","±12.1","7,978,652","±49,774","1,812,966","±22,813","22.7%","±0.2"
"    55 to 64 years","2,025","±922","18","±21","0.9%","±1.1","3,340","±986","907","±584","27.2%","±14.1","7,689","±1,685","3,377","±972","43.9%","±13.2","5,497","±1,276","1,918","±931","34.9%","±15.2","15,848","±2,458","4,991","±1,549","31.5%","±7.3","1,063","±450","263","±206","24.7%","±18.3","14,972","±2,092","5,266","±1,240","35.2%","±6.1","7,452","±1,650","2,776","±937","37.3%","±11.0","3,594","±978","1,183","±575","32.9%","±14.1","3,028","±1,290","1,089","±831","36.0%","±23.6","22,409","±1,959","9,478","±1,744","42.3%","±6.5","5,106","±1,018","2,294","±772","44.9%","±11.9","5,030","±1,279","1,831","±812","36.4%","±13.2","3,143","±986","1,197","±608","38.1%","±16.0","9,588","±1,605","2,262","±791","23.6%","±7.6","4,925","±1,298","1,428","±661","29.0%","±13.5","2,187","±918","477","±355","21.8%","±15.4","10,455,530","±54,536","2,724,824","±29,640","26.1%","±0.3"
"    65 to 74 years","2,702","±1,030","352","±340","13.0%","±12.9","2,908","±914","595","±433","20.5%","±13.4","7,942","±1,318","2,097","±743","26.4%","±10.3","3,813","±967","861","±464","22.6%","±10.9","13,036","±1,751","2,682","±984","20.6%","±7.0","1,076","±581","269","±287","25.0%","±21.6","13,352","±1,598","2,158","±871","16.2%","±6.2","5,238","±1,379","502","±332","9.6%","±6.3","2,677","±851","823","±464","30.7%","±13.6","3,416","±1,613","569","±498","16.7%","±15.2","16,672","±1,326","6,438","±1,203","38.6%","±6.2","3,905","±806","1,802","±615","46.1%","±13.9","4,917","±1,358","760","±403","15.5%","±8.6","1,623","±628","793","±422","48.9%","±17.9","6,571","±1,356","919","±409","14.0%","±6.2","2,709","±900","766","±480","28.3%","±15.7","2,156","±989","541","±511","25.1%","±17.8","8,654,115","±44,737","1,756,993","±22,093","20.3%","±0.2"
"    75 years and over","1,637","±718","179","±230","10.9%","±14.0","2,022","±789","288","±246","14.2%","±12.3","5,649","±1,088","1,426","±626","25.2%","±9.8","4,395","±910","902","±415","20.5%","±9.6","9,328","±1,370","1,708","±765","18.3%","±7.4","1,397","±611","343","±256","24.6%","±16.3","11,324","±1,376","1,478","±536","13.1%","±4.6","4,903","±1,098","1,383","±633","28.2%","±11.8","2,319","±702","166","±129","7.2%","±6.1","2,478","±908","637","±590","25.7%","±20.7","8,911","±1,126","3,437","±776","38.6%","±6.1","3,402","±773","727","±359","21.4%","±9.7","3,721","±744","524","±339","14.1%","±8.9","2,541","±745","840","±443","33.1%","±13.8","5,331","±1,257","1,900","±887","35.6%","±14.1","2,541","±722","575","±371","22.6%","±13.3","3,272","±1,066","1,048","±748","32.0%","±19.3","7,978,763","±37,753","1,569,542","±21,215","19.7%","±0.2"
"    Mean income deficit for unrelated individuals (dollars)","8,478","±1,989","(X)","(X)","(X)","(X)","6,937","±1,213","(X)","(X)","(X)","(X)","7,001","±827","(X)","(X)","(X)","(X)","9,251","±822","(X)","(X)","(X)","(X)","8,082","±625","(X)","(X)","(X)","(X)","8,752","±1,767","(X)","(X)","(X)","(X)","7,719","±630","(X)","(X)","(X)","(X)","7,230","±803","(X)","(X)","(X)","(X)","7,926","±1,013","(X)","(X)","(X)","(X)","7,635","±1,516","(X)","(X)","(X)","(X)","7,593","±436","(X)","(X)","(X)","(X)","7,242","±780","(X)","(X)","(X)","(X)","6,833","±1,031","(X)","(X)","(X)","(X)","5,671","±1,099","(X)","(X)","(X)","(X)","6,005","±1,154","(X)","(X)","(X)","(X)","7,006","±1,236","(X)","(X)","(X)","(X)","6,577","±1,290","(X)","(X)","(X)","(X)","7,363","±22","(X)","(X)","(X)","(X)"
