"Label","Baldwin County, Alabama!!Total!!Estimate","Baldwin County, Alabama!!Total!!Margin of Error","Baldwin County, Alabama!!Below poverty level!!Estimate","Baldwin County, Alabama!!Below poverty level!!Margin of Error","Baldwin County, Alabama!!Percent below poverty level!!Estimate","Baldwin County, Alabama!!Percent below poverty level!!Margin of Error","Calhoun County, Alabama!!Total!!Estimate","Calhoun County, Alabama!!Total!!Margin of Error","Calhoun County, Alabama!!Below poverty level!!Estimate","Calhoun County, Alabama!!Below poverty level!!Margin of Error","Calhoun County, Alabama!!Percent below poverty level!!Estimate","Calhoun County, Alabama!!Percent below poverty level!!Margin of Error","Cullman County, Alabama!!Total!!Estimate","Cullman County, Alabama!!Total!!Margin of Error","Cullman County, Alabama!!Below poverty level!!Estimate","Cullman County, Alabama!!Below poverty level!!Margin of Error","Cullman County, Alabama!!Percent below poverty level!!Estimate","Cullman County, Alabama!!Percent below poverty level!!Margin of Error","DeKalb County, Alabama!!Total!!Estimate","DeKalb County, Alabama!!Total!!Margin of Error","DeKalb County, Alabama!!Below poverty level!!Estimate","DeKalb County, Alabama!!Below poverty level!!Margin of Error","DeKalb County, Alabama!!Percent below poverty level!!Estimate","DeKalb County, Alabama!!Percent below poverty level!!Margin of Error","Elmore County, Alabama!!Total!!Estimate","Elmore County, Alabama!!Total!!Margin of Error","Elmore County, Alabama!!Below poverty level!!Estimate","Elmore County, Alabama!!Below poverty level!!Margin of Error","Elmore County, Alabama!!Percent below poverty level!!Estimate","Elmore County, Alabama!!Percent below poverty level!!Margin of Error","Etowah County, Alabama!!Total!!Estimate","Etowah County, Alabama!!Total!!Margin of Error","Etowah County, Alabama!!Below poverty level!!Estimate","Etowah County, Alabama!!Below poverty level!!Margin of Error","Etowah County, Alabama!!Percent below poverty level!!Estimate","Etowah County, Alabama!!Percent below poverty level!!Margin of Error","Houston County, Alabama!!Total!!Estimate","Houston County, Alabama!!Total!!Margin of Error","Houston County, Alabama!!Below poverty level!!Estimate","Houston County, Alabama!!Below poverty level!!Margin of Error","Houston County, Alabama!!Percent below poverty level!!Estimate","Houston County, Alabama!!Percent below poverty level!!Margin of Error","Jefferson County, Alabama!!Total!!Estimate","Jefferson County, Alabama!!Total!!Margin of Error","Jefferson County, Alabama!!Below poverty level!!Estimate","Jefferson County, Alabama!!Below poverty level!!Margin of Error","Jefferson County, Alabama!!Percent below poverty level!!Estimate","Jefferson County, Alabama!!Percent below poverty level!!Margin of Error","Lauderdale County, Alabama!!Total!!Estimate","Lauderdale County, Alabama!!Total!!Margin of Error","Lauderdale County, Alabama!!Below poverty level!!Estimate","Lauderdale County, Alabama!!Below poverty level!!Margin of Error","Lauderdale County, Alabama!!Percent below poverty level!!Estimate","Lauderdale County, Alabama!!Percent below poverty level!!Margin of Error","Lee County, Alabama!!Total!!Estimate","Lee County, Alabama!!Total!!Margin of Error","Lee County, Alabama!!Below poverty level!!Estimate","Lee County, Alabama!!Below poverty level!!Margin of Error","Lee County, Alabama!!Percent below poverty level!!Estimate","Lee County, Alabama!!Percent below poverty level!!Margin of Error","Limestone County, Alabama!!Total!!Estimate","Limestone County, Alabama!!Total!!Margin of Error","Limestone County, Alabama!!Below poverty level!!Estimate","Limestone County, Alabama!!Below poverty level!!Margin of Error","Limestone County, Alabama!!Percent below poverty level!!Estimate","Limestone County, Alabama!!Percent below poverty level!!Margin of Error","Madison County, Alabama!!Total!!Estimate","Madison County, Alabama!!Total!!Margin of Error","Madison County, Alabama!!Below poverty level!!Estimate","Madison County, Alabama!!Below poverty level!!Margin of Error","Madison County, Alabama!!Percent below poverty level!!Estimate","Madison County, Alabama!!Percent below poverty level!!Margin of Error","Marshall County, Alabama!!Total!!Estimate","Marshall County, Alabama!!Total!!Margin of Error","Marshall County, Alabama!!Below poverty level!!Estimate","Marshall County, Alabama!!Below poverty level!!Margin of Error","Marshall County, Alabama!!Percent below poverty level!!Estimate","Marshall County, Alabama!!Percent below poverty level!!Margin of Error","Mobile County, Alabama!!Total!!Estimate","Mobile County, Alabama!!Total!!Margin of Error","Mobile County, Alabama!!Below poverty level!!Estimate","Mobile County, Alabama!!Below poverty level!!Margin of Error","Mobile County, Alabama!!Percent below poverty level!!Estimate","Mobile County, Alabama!!Percent below poverty level!!Margin of Error","Montgomery County, Alabama!!Total!!Estimate","Montgomery County, Alabama!!Total!!Margin of Error","Montgomery County, Alabama!!Below poverty level!!Estimate","Montgomery County, Alabama!!Below poverty level!!Margin of Error","Montgomery County, Alabama!!Percent below poverty level!!Estimate","Montgomery County, Alabama!!Percent below poverty level!!Margin of Error","Morgan County, Alabama!!Total!!Estimate","Morgan County, Alabama!!Total!!Margin of Error","Morgan County, Alabama!!Below poverty level!!Estimate","Morgan County, Alabama!!Below poverty level!!Margin of Error","Morgan County, Alabama!!Percent below poverty level!!Estimate","Morgan County, Alabama!!Percent below poverty level!!Margin of Error","St. Clair County, Alabama!!Total!!Estimate","St. Clair County, Alabama!!Total!!Margin of Error","St. Clair County, Alabama!!Below poverty level!!Estimate","St. Clair County, Alabama!!Below poverty level!!Margin of Error","St. Clair County, Alabama!!Percent below poverty level!!Estimate","St. Clair County, Alabama!!Percent below poverty level!!Margin of Error","Shelby County, Alabama!!Total!!Estimate","Shelby County, Alabama!!Total!!Margin of Error","Shelby County, Alabama!!Below poverty level!!Estimate","Shelby County, Alabama!!Below poverty level!!Margin of Error","Shelby County, Alabama!!Percent below poverty level!!Estimate","Shelby County, Alabama!!Percent below poverty level!!Margin of Error","Talladega County, Alabama!!Total!!Estimate","Talladega County, Alabama!!Total!!Margin of Error","Talladega County, Alabama!!Below poverty level!!Estimate","Talladega County, Alabama!!Below poverty level!!Margin of Error","Talladega County, Alabama!!Percent below poverty level!!Estimate","Talladega County, Alabama!!Percent below poverty level!!Margin of Error","Tuscaloosa County, Alabama!!Total!!Estimate","Tuscaloosa County, Alabama!!Total!!Margin of Error","Tuscaloosa County, Alabama!!Below poverty level!!Estimate","Tuscaloosa County, Alabama!!Below poverty level!!Margin of Error","Tuscaloosa County, Alabama!!Percent below poverty level!!Estimate","Tuscaloosa County, Alabama!!Percent below poverty level!!Margin of Error","Walker County, Alabama!!Total!!Estimate","Walker County, Alabama!!Total!!Margin of Error","Walker County, Alabama!!Below poverty level!!Estimate","Walker County, Alabama!!Below poverty level!!Margin of Error","Walker County, Alabama!!Percent below poverty level!!Estimate","Walker County, Alabama!!Percent below poverty level!!Margin of Error","United States!!Total!!Estimate","United States!!Total!!Margin of Error","United States!!Below poverty level!!Estimate","United States!!Below poverty level!!Margin of Error","United States!!Percent below poverty level!!Estimate","United States!!Percent below poverty level!!Margin of Error"
"                Male","52,629","±2,622","2,943","±1,322","5.6%","±2.5","23,344","±2,034","1,134","±546","4.9%","±2.2","19,506","±1,164","440","±301","2.3%","±1.5","18,848","±1,260","2,695","±1,279","14.3%","±6.6","17,080","±1,647","607","±399","3.6%","±2.3","22,000","±1,704","1,853","±931","8.4%","±4.2","22,180","±1,270","1,031","±370","4.6%","±1.6","152,226","±4,312","8,539","±1,871","5.6%","±1.2","22,912","±1,704","2,073","±751","9.0%","±3.2","44,831","±2,120","5,472","±1,884","12.2%","±4.0","22,114","±1,776","953","±611","4.3%","±2.8","97,936","±3,555","3,936","±1,097","4.0%","±1.1","23,429","±1,057","1,459","±785","6.2%","±3.4","89,330","±3,097","5,469","±1,505","6.1%","±1.7","49,270","±3,363","2,320","±853","4.7%","±1.7","28,358","±2,250","1,050","±645","3.7%","±2.2","21,081","±1,944","754","±497","3.6%","±2.3","58,250","±1,905","1,282","±657","2.2%","±1.1","15,715","±1,898","272","±183","1.7%","±1.2","50,966","±2,935","3,267","±1,733","6.4%","±3.5","13,126","±1,175","946","±386","7.2%","±2.9","82,669,669","±91,074","3,886,120","±43,570","4.7%","±0.1"
"                Female","43,231","±3,386","2,791","±1,216","6.5%","±2.7","21,824","±1,712","2,815","±932","12.9%","±4.2","16,894","±1,364","924","±535","5.5%","±3.2","13,696","±1,873","1,079","±664","7.9%","±4.6","18,278","±1,607","1,914","±886","10.5%","±4.9","21,451","±1,545","2,735","±920","12.7%","±4.1","21,336","±1,086","2,644","±772","12.4%","±3.5","152,907","±5,657","14,242","±2,362","9.3%","±1.5","17,012","±1,698","1,898","±885","11.2%","±5.3","35,747","±2,926","3,896","±1,283","10.9%","±3.5","17,332","±2,328","1,300","±725","7.5%","±3.7","86,840","±3,437","6,726","±1,827","7.7%","±2.0","18,288","±1,236","1,641","±733","9.0%","±3.9","87,287","±3,779","7,455","±1,674","8.5%","±1.9","54,275","±2,398","5,023","±1,639","9.3%","±2.9","25,193","±1,431","2,451","±1,034","9.7%","±4.1","19,626","±1,582","162","±139","0.8%","±0.7","51,171","±2,323","2,486","±872","4.9%","±1.7","15,803","±1,423","1,309","±624","8.3%","±3.9","43,729","±2,934","3,873","±1,325","8.9%","±3.1","11,907","±1,147","649","±434","5.5%","±3.6","75,097,099","±105,995","5,032,715","±43,140","6.7%","±0.1"
"            Unemployed","5,511","±2,002","563","±448","10.2%","±8.3","3,615","±1,237","1,066","±542","29.5%","±13.6","1,783","±761","275","±250","15.4%","±13.1","1,606","±846","274","±220","17.1%","±18.9","1,014","±629","230","±199","22.7%","±18.6","2,928","±832","490","±396","16.7%","±13.5","2,886","±570","1,229","±422","42.6%","±13.2","15,543","±2,504","5,654","±1,714","36.4%","±8.5","1,672","±784","1,107","±677","66.2%","±18.6","2,685","±1,178","730","±753","27.2%","±21.9","1,896","±945","477","±402","25.2%","±21.3","6,465","±1,361","2,846","±1,124","44.0%","±12.3","950","±432","356","±239","37.5%","±20.5","10,005","±1,731","3,301","±1,024","33.0%","±7.7","6,138","±1,544","1,359","±592","22.1%","±8.7","3,239","±1,198","1,392","±683","43.0%","±16.6","2,123","±771","688","±503","32.4%","±20.9","3,810","±1,052","187","±177","4.9%","±4.8","3,280","±1,091","974","±652","29.7%","±15.9","4,277","±1,786","1,256","±1,076","29.4%","±20.6","1,563","±730","992","±707","63.5%","±24.9","7,391,161","±47,457","2,090,290","±29,774","28.3%","±0.4"
"                Male","2,449","±1,249","362","±423","14.8%","±16.4","2,150","±1,018","300","±264","14.0%","±12.8","996","±542","243","±250","24.4%","±19.2","214","±179","118","±152","55.1%","±47.4","946","±613","195","±188","20.6%","±18.6","1,997","±765","205","±181","10.3%","±10.3","1,208","±467","368","±214","30.5%","±16.9","8,176","±2,142","1,877","±806","23.0%","±8.5","719","±581","491","±484","68.3%","±27.8","1,314","±827","442","±653","33.6%","±36.5","847","±589","98","±135","11.6%","±18.6","3,082","±918","1,124","±618","36.5%","±15.2","508","±276","155","±131","30.5%","±23.1","5,489","±1,297","1,616","±743","29.4%","±11.6","3,702","±1,240","555","±327","15.0%","±8.3","1,812","±709","778","±439","42.9%","±22.8","671","±534","410","±431","61.1%","±34.2","2,255","±872","116","±128","5.1%","±5.8","1,765","±927","300","±358","17.0%","±19.4","2,514","±1,390","1,003","±1,023","39.9%","±28.5","593","±413","370","±380","62.4%","±36.6","3,965,365","±36,702","1,018,900","±16,758","25.7%","±0.4"
"                Female","3,062","±1,610","201","±164","6.6%","±6.6","1,465","±580","766","±442","52.3%","±20.5","787","±640","32","±32","4.1%","±5.4","1,392","±908","156","±174","11.2%","±16.0","68","±80","35","±45","51.5%","±51.5","931","±449","285","±355","30.6%","±30.2","1,678","±364","861","±351","51.3%","±17.0","7,367","±1,687","3,777","±1,477","51.3%","±11.8","953","±517","616","±439","64.6%","±24.7","1,371","±685","288","±355","21.0%","±23.4","1,049","±657","379","±380","36.1%","±31.8","3,383","±966","1,722","±802","50.9%","±16.4","442","±235","201","±155","45.5%","±24.2","4,516","±1,252","1,685","±880","37.3%","±13.8","2,436","±1,024","804","±447","33.0%","±17.0","1,427","±860","614","±478","43.0%","±23.5","1,452","±630","278","±306","19.1%","±21.2","1,555","±613","71","±102","4.6%","±7.1","1,515","±751","674","±546","44.5%","±26.5","1,763","±1,044","253","±266","14.4%","±17.1","970","±615","622","±571","64.1%","±31.3","3,425,796","±32,910","1,071,390","±20,116","31.3%","±0.5"
"    WORK EXPERIENCE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Population 16 years and over","181,175","±1,911","17,724","±3,657","9.8%","±2.0","89,690","±1,075","14,075","±2,876","15.7%","±3.2","65,820","±1,004","6,447","±1,636","9.8%","±2.5","55,692","±725","8,431","±2,264","15.1%","±4.0","61,202","±1,423","5,849","±1,899","9.6%","±3.1","81,748","±563","14,059","±2,367","17.2%","±2.9","83,565","±891","14,910","±1,927","17.8%","±2.3","512,479","±2,742","73,712","±6,609","14.4%","±1.3","74,671","±1,597","11,520","±2,342","15.4%","±3.1","127,756","±1,309","22,831","±2,812","17.9%","±2.2","76,398","±1,543","9,003","±2,325","11.8%","±3.0","290,778","±2,085","28,896","±3,526","9.9%","±1.2","74,519","±725","11,361","±2,705","15.2%","±3.6","321,538","±1,950","47,946","±5,408","14.9%","±1.7","171,661","±2,440","21,994","±2,910","12.8%","±1.7","94,817","±1,604","12,696","±2,920","13.4%","±3.1","69,240","±1,612","6,231","±2,942","9.0%","±4.2","170,751","±1,424","9,436","±2,054","5.5%","±1.2","61,228","±1,978","9,077","±1,830","14.8%","±3.0","160,468","±2,456","24,866","±4,577","15.5%","±2.8","50,478","±705","8,233","±1,587","16.3%","±3.1","256,651,001","±52,263","28,665,305","±140,560","11.2%","±0.1"
"            Worked full-time, year-round in the past 12 months","69,274","±4,156","1,458","±774","2.1%","±1.1","33,917","±2,752","808","±595","2.4%","±1.7","26,308","±2,047","249","±192","0.9%","±0.7","23,244","±2,017","1,141","±743","4.9%","±3.1","29,895","±2,412","1,726","±987","5.8%","±3.3","31,803","±2,461","1,522","±673","4.8%","±2.1","33,077","±1,726","1,046","±279","3.2%","±0.8","230,032","±7,070","6,921","±1,580","3.0%","±0.7","27,619","±2,535","925","±719","3.3%","±2.5","57,805","±2,860","2,983","±1,560","5.2%","±2.6","31,496","±2,696","1,242","±713","3.9%","±2.3","140,295","±4,506","2,627","±981","1.9%","±0.7","29,294","±2,001","1,513","±892","5.2%","±3.1","137,380","±4,685","6,295","±1,597","4.6%","±1.2","81,947","±3,900","2,899","±1,157","3.5%","±1.4","40,992","±2,634","1,187","±647","2.9%","±1.6","33,101","±2,906","383","±364","1.2%","±1.1","80,142","±3,080","1,324","±774","1.7%","±1.0","22,845","±2,385","569","±435","2.5%","±1.9","69,801","±5,155","1,329","±703","1.9%","±1.0","19,046","±1,506","611","±297","3.2%","±1.5","115,316,851","±128,608","2,879,476","±32,746","2.5%","±0.1"
"            Worked part-time or part-year in the past 12 months","36,163","±3,684","4,964","±1,883","13.7%","±4.9","18,336","±2,432","4,426","±1,284","24.1%","±6.3","13,786","±2,024","1,506","±743","10.9%","±5.2","12,288","±1,625","2,755","±1,390","22.4%","±10.2","9,336","±1,842","1,320","±833","14.1%","±8.3","16,145","±2,121","3,301","±1,209","20.4%","±6.2","15,084","±1,460","3,774","±892","25.0%","±4.4","97,560","±5,549","20,990","±3,046","21.5%","±2.7","16,066","±1,912","4,289","±1,290","26.7%","±7.3","30,586","±3,447","9,254","±2,179","30.3%","±6.1","12,342","±1,854","2,235","±929","18.1%","±6.6","56,612","±4,189","11,025","±1,958","19.5%","±3.2","14,845","±1,811","2,408","±954","16.2%","±6.0","53,111","±3,688","7,870","±1,700","14.8%","±2.8","33,491","±3,015","5,739","±1,463","17.1%","±4.3","15,801","±2,241","3,548","±1,593","22.5%","±8.4","9,787","±2,298","882","±644","9.0%","±7.0","36,786","±2,996","2,821","±906","7.7%","±2.4","11,965","±1,811","1,642","±703","13.7%","±5.4","34,383","±4,293","8,760","±2,620","25.5%","±6.1","8,317","±1,288","1,825","±753","21.9%","±8.5","55,905,879","±142,919","8,345,468","±63,452","14.9%","±0.1"
"            Did not work","75,738","±4,426","11,302","±3,039","14.9%","±3.7","37,437","±2,479","8,841","±2,349","23.6%","±5.6","25,726","±1,624","4,692","±1,295","18.2%","±4.7","20,160","±1,812","4,535","±1,247","22.5%","±5.7","21,971","±2,298","2,803","±1,000","12.8%","±4.2","33,800","±2,275","9,236","±1,797","27.3%","±5.2","35,404","±1,478","10,090","±1,371","28.5%","±3.8","184,887","±6,441","45,801","±4,382","24.8%","±1.9","30,986","±2,230","6,306","±1,484","20.4%","±4.1","39,365","±3,234","10,594","±2,378","26.9%","±5.4","32,560","±3,173","5,526","±1,785","17.0%","±5.0","93,871","±4,130","15,244","±2,757","16.2%","±2.6","30,380","±1,910","7,440","±1,838","24.5%","±5.4","131,047","±4,938","33,781","±5,034","25.8%","±3.3","56,223","±3,503","13,356","±2,001","23.8%","±3.1","38,024","±2,078","7,961","±1,880","20.9%","±4.4","26,352","±3,242","4,966","±2,832","18.8%","±9.1","53,823","±2,803","5,291","±1,495","9.8%","±2.7","26,418","±1,941","6,866","±1,559","26.0%","±5.2","56,284","±3,645","14,777","±3,110","26.3%","±4.7","23,115","±1,331","5,797","±1,400","25.1%","±5.6","85,428,271","±150,402","17,440,361","±112,546","20.4%","±0.1"
"    ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        50 percent of poverty level","8,094","±3,340","(X)","(X)","(X)","(X)","11,051","±2,762","(X)","(X)","(X)","(X)","3,061","±1,051","(X)","(X)","(X)","(X)","6,755","±3,467","(X)","(X)","(X)","(X)","2,560","±1,531","(X)","(X)","(X)","(X)","7,737","±2,200","(X)","(X)","(X)","(X)","8,102","±1,762","(X)","(X)","(X)","(X)","50,879","±6,658","(X)","(X)","(X)","(X)","5,447","±1,686","(X)","(X)","(X)","(X)","12,939","±2,624","(X)","(X)","(X)","(X)","6,279","±2,745","(X)","(X)","(X)","(X)","16,735","±3,579","(X)","(X)","(X)","(X)","6,070","±1,906","(X)","(X)","(X)","(X)","36,680","±7,112","(X)","(X)","(X)","(X)","13,570","±2,740","(X)","(X)","(X)","(X)","6,372","±2,290","(X)","(X)","(X)","(X)","3,603","±2,183","(X)","(X)","(X)","(X)","6,354","±1,859","(X)","(X)","(X)","(X)","5,926","±2,245","(X)","(X)","(X)","(X)","15,697","±3,516","(X)","(X)","(X)","(X)","5,717","±1,407","(X)","(X)","(X)","(X)","17,602,164","±126,927","(X)","(X)","(X)","(X)"
"        125 percent of poverty level","33,622","±6,363","(X)","(X)","(X)","(X)","26,166","±3,876","(X)","(X)","(X)","(X)","11,430","±2,419","(X)","(X)","(X)","(X)","17,206","±3,442","(X)","(X)","(X)","(X)","14,259","±3,501","(X)","(X)","(X)","(X)","24,806","±3,482","(X)","(X)","(X)","(X)","26,481","±2,819","(X)","(X)","(X)","(X)","140,410","±10,885","(X)","(X)","(X)","(X)","20,235","±3,908","(X)","(X)","(X)","(X)","33,108","±4,762","(X)","(X)","(X)","(X)","15,532","±3,394","(X)","(X)","(X)","(X)","55,223","±6,026","(X)","(X)","(X)","(X)","20,700","±3,930","(X)","(X)","(X)","(X)","92,282","±8,147","(X)","(X)","(X)","(X)","39,758","±5,068","(X)","(X)","(X)","(X)","23,558","±4,349","(X)","(X)","(X)","(X)","13,989","±4,650","(X)","(X)","(X)","(X)","17,137","±3,364","(X)","(X)","(X)","(X)","17,159","±3,439","(X)","(X)","(X)","(X)","41,622","±6,289","(X)","(X)","(X)","(X)","15,637","±2,664","(X)","(X)","(X)","(X)","52,189,901","±299,896","(X)","(X)","(X)","(X)"
"        150 percent of poverty level","44,984","±7,394","(X)","(X)","(X)","(X)","30,186","±4,119","(X)","(X)","(X)","(X)","16,518","±3,083","(X)","(X)","(X)","(X)","20,028","±3,518","(X)","(X)","(X)","(X)","16,230","±3,793","(X)","(X)","(X)","(X)","30,755","±3,391","(X)","(X)","(X)","(X)","31,305","±3,070","(X)","(X)","(X)","(X)","172,879","±12,312","(X)","(X)","(X)","(X)","25,488","±3,909","(X)","(X)","(X)","(X)","39,565","±4,621","(X)","(X)","(X)","(X)","20,888","±5,183","(X)","(X)","(X)","(X)","67,773","±6,713","(X)","(X)","(X)","(X)","24,762","±3,845","(X)","(X)","(X)","(X)","107,801","±7,418","(X)","(X)","(X)","(X)","50,958","±5,634","(X)","(X)","(X)","(X)","29,001","±4,158","(X)","(X)","(X)","(X)","15,646","±4,638","(X)","(X)","(X)","(X)","24,023","±4,303","(X)","(X)","(X)","(X)","20,477","±3,817","(X)","(X)","(X)","(X)","51,848","±7,087","(X)","(X)","(X)","(X)","19,799","±2,795","(X)","(X)","(X)","(X)","65,139,120","±335,989","(X)","(X)","(X)","(X)"
"        185 percent of poverty level","58,989","±7,795","(X)","(X)","(X)","(X)","37,187","±4,347","(X)","(X)","(X)","(X)","24,707","±4,561","(X)","(X)","(X)","(X)","24,661","±3,802","(X)","(X)","(X)","(X)","19,774","±3,894","(X)","(X)","(X)","(X)","38,524","±3,278","(X)","(X)","(X)","(X)","39,402","±3,318","(X)","(X)","(X)","(X)","210,470","±13,707","(X)","(X)","(X)","(X)","30,134","±4,071","(X)","(X)","(X)","(X)","54,806","±7,645","(X)","(X)","(X)","(X)","24,514","±5,257","(X)","(X)","(X)","(X)","87,296","±6,833","(X)","(X)","(X)","(X)","32,844","±4,107","(X)","(X)","(X)","(X)","144,070","±8,239","(X)","(X)","(X)","(X)","63,768","±6,403","(X)","(X)","(X)","(X)","38,927","±4,714","(X)","(X)","(X)","(X)","21,072","±4,770","(X)","(X)","(X)","(X)","36,894","±5,506","(X)","(X)","(X)","(X)","29,961","±4,308","(X)","(X)","(X)","(X)","69,729","±9,164","(X)","(X)","(X)","(X)","24,786","±3,167","(X)","(X)","(X)","(X)","84,162,461","±410,280","(X)","(X)","(X)","(X)"
"        200 percent of poverty level","62,282","±7,650","(X)","(X)","(X)","(X)","40,119","±4,535","(X)","(X)","(X)","(X)","27,003","±4,730","(X)","(X)","(X)","(X)","27,627","±3,521","(X)","(X)","(X)","(X)","20,471","±3,932","(X)","(X)","(X)","(X)","42,174","±3,260","(X)","(X)","(X)","(X)","42,064","±3,196","(X)","(X)","(X)","(X)","223,285","±14,025","(X)","(X)","(X)","(X)","32,847","±4,063","(X)","(X)","(X)","(X)","58,641","±7,865","(X)","(X)","(X)","(X)","29,433","±5,436","(X)","(X)","(X)","(X)","94,717","±7,102","(X)","(X)","(X)","(X)","38,286","±4,461","(X)","(X)","(X)","(X)","157,320","±8,647","(X)","(X)","(X)","(X)","72,476","±6,636","(X)","(X)","(X)","(X)","41,699","±4,993","(X)","(X)","(X)","(X)","22,885","±4,880","(X)","(X)","(X)","(X)","40,377","±5,488","(X)","(X)","(X)","(X)","31,859","±4,398","(X)","(X)","(X)","(X)","76,231","±9,106","(X)","(X)","(X)","(X)","27,090","±3,125","(X)","(X)","(X)","(X)","92,655,786","±420,869","(X)","(X)","(X)","(X)"
"        300 percent of poverty level","99,523","±9,058","(X)","(X)","(X)","(X)","63,270","±4,808","(X)","(X)","(X)","(X)","49,665","±4,033","(X)","(X)","(X)","(X)","45,052","±3,752","(X)","(X)","(X)","(X)","31,999","±4,117","(X)","(X)","(X)","(X)","59,339","±3,723","(X)","(X)","(X)","(X)","58,658","±3,097","(X)","(X)","(X)","(X)","322,744","±13,560","(X)","(X)","(X)","(X)","49,528","±4,128","(X)","(X)","(X)","(X)","79,104","±7,410","(X)","(X)","(X)","(X)","47,746","±6,213","(X)","(X)","(X)","(X)","144,771","±8,293","(X)","(X)","(X)","(X)","56,368","±4,415","(X)","(X)","(X)","(X)","231,617","±9,925","(X)","(X)","(X)","(X)","113,766","±7,040","(X)","(X)","(X)","(X)","63,065","±5,112","(X)","(X)","(X)","(X)","37,887","±5,020","(X)","(X)","(X)","(X)","66,804","±5,546","(X)","(X)","(X)","(X)","41,720","±4,377","(X)","(X)","(X)","(X)","100,503","±8,137","(X)","(X)","(X)","(X)","36,800","±3,216","(X)","(X)","(X)","(X)","143,196,072","±488,803","(X)","(X)","(X)","(X)"
"        400 percent of poverty level","129,870","±8,923","(X)","(X)","(X)","(X)","81,810","±4,090","(X)","(X)","(X)","(X)","62,170","±2,884","(X)","(X)","(X)","(X)","56,560","±2,724","(X)","(X)","(X)","(X)","45,635","±3,976","(X)","(X)","(X)","(X)","74,468","±4,203","(X)","(X)","(X)","(X)","70,474","±3,069","(X)","(X)","(X)","(X)","402,501","±14,202","(X)","(X)","(X)","(X)","62,312","±3,455","(X)","(X)","(X)","(X)","99,182","±6,920","(X)","(X)","(X)","(X)","61,421","±4,317","(X)","(X)","(X)","(X)","195,848","±8,480","(X)","(X)","(X)","(X)","72,024","±3,708","(X)","(X)","(X)","(X)","291,659","±8,119","(X)","(X)","(X)","(X)","145,043","±6,023","(X)","(X)","(X)","(X)","80,899","±4,413","(X)","(X)","(X)","(X)","54,481","±4,410","(X)","(X)","(X)","(X)","98,685","±6,279","(X)","(X)","(X)","(X)","54,461","±4,091","(X)","(X)","(X)","(X)","131,608","±7,421","(X)","(X)","(X)","(X)","44,691","±3,061","(X)","(X)","(X)","(X)","187,401,509","±435,812","(X)","(X)","(X)","(X)"
"        500 percent of poverty level","158,358","±7,742","(X)","(X)","(X)","(X)","91,179","±3,781","(X)","(X)","(X)","(X)","70,664","±2,757","(X)","(X)","(X)","(X)","61,667","±2,276","(X)","(X)","(X)","(X)","53,950","±3,648","(X)","(X)","(X)","(X)","81,889","±4,138","(X)","(X)","(X)","(X)","79,867","±2,647","(X)","(X)","(X)","(X)","468,231","±12,628","(X)","(X)","(X)","(X)","72,359","±3,208","(X)","(X)","(X)","(X)","116,914","±5,621","(X)","(X)","(X)","(X)","68,186","±3,896","(X)","(X)","(X)","(X)","239,604","±8,494","(X)","(X)","(X)","(X)","77,704","±3,558","(X)","(X)","(X)","(X)","327,730","±6,440","(X)","(X)","(X)","(X)","167,950","±5,563","(X)","(X)","(X)","(X)","93,251","±3,541","(X)","(X)","(X)","(X)","65,656","±3,896","(X)","(X)","(X)","(X)","132,997","±5,894","(X)","(X)","(X)","(X)","60,454","±3,641","(X)","(X)","(X)","(X)","150,056","±6,295","(X)","(X)","(X)","(X)","51,587","±2,563","(X)","(X)","(X)","(X)","221,484,622","±368,116","(X)","(X)","(X)","(X)"
