asa.county,asa.states,score_combine,score_infection,score_death,asa_under5yr,asa_15yrto44yr,asa_65andOver,asa_75andOver,asa_bachelor,asa_disabilityrate,asa_employment,asa_highrisk,asa_lessHighSchool,asa_nocomputer,asa_noinsurance,asa_nointernet,asa_poverty,asa_black,asa_white,asa_under5yr_asa_bachelor,asa_under5yr_asa_disabilityrate,asa_under5yr_asa_employment,asa_under5yr_asa_highrisk,asa_under5yr_asa_lessHighSchool,asa_under5yr_asa_nocomputer,asa_under5yr_asa_noinsurance,asa_under5yr_asa_nointernet,asa_under5yr_asa_poverty,asa_under5yr_asa_black,asa_under5yr_asa_white,asa_15yrto44yr_asa_bachelor,asa_15yrto44yr_asa_disabilityrate,asa_15yrto44yr_asa_employment,asa_15yrto44yr_asa_highrisk,asa_15yrto44yr_asa_lessHighSchool,asa_15yrto44yr_asa_nocomputer,asa_15yrto44yr_asa_noinsurance,asa_15yrto44yr_asa_nointernet,asa_15yrto44yr_asa_poverty,asa_15yrto44yr_asa_black,asa_15yrto44yr_asa_white,asa_65andOver_asa_bachelor,asa_65andOver_asa_disabilityrate,asa_65andOver_asa_employment,asa_65andOver_asa_highrisk,asa_65andOver_asa_lessHighSchool,asa_65andOver_asa_nocomputer,asa_65andOver_asa_noinsurance,asa_65andOver_asa_nointernet,asa_65andOver_asa_poverty,asa_65andOver_asa_black,asa_65andOver_asa_white,asa_75andOver_asa_bachelor,asa_75andOver_asa_disabilityrate,asa_75andOver_asa_employment,asa_75andOver_asa_highrisk,asa_75andOver_asa_lessHighSchool,asa_75andOver_asa_nocomputer,asa_75andOver_asa_noinsurance,asa_75andOver_asa_nointernet,asa_75andOver_asa_poverty,asa_75andOver_asa_black,asa_75andOver_asa_white,asa_bachelor_asa_disabilityrate,asa_bachelor_asa_employment,asa_bachelor_asa_highrisk,asa_bachelor_asa_nocomputer,asa_bachelor_asa_nointernet,asa_bachelor_asa_poverty,asa_bachelor_asa_black,asa_bachelor_asa_white,asa_disabilityrate_asa_employment,asa_disabilityrate_asa_highrisk,asa_disabilityrate_asa_lessHighSchool,asa_disabilityrate_asa_nocomputer,asa_disabilityrate_asa_nointernet,asa_disabilityrate_asa_poverty,asa_disabilityrate_asa_black,asa_disabilityrate_asa_white,asa_employment_asa_highrisk,asa_employment_asa_lessHighSchool,asa_employment_asa_nocomputer,asa_employment_asa_nointernet,asa_employment_asa_poverty,asa_employment_asa_black,asa_employment_asa_white,asa_highrisk_asa_lessHighSchool,asa_highrisk_asa_nocomputer,asa_highrisk_asa_nointernet,asa_highrisk_asa_poverty,asa_highrisk_asa_black,asa_highrisk_asa_white,asa_lessHighSchool_asa_nocomputer,asa_lessHighSchool_asa_nointernet,asa_lessHighSchool_asa_poverty,asa_lessHighSchool_asa_black,asa_lessHighSchool_asa_white,asa_nocomputer_asa_poverty,asa_nocomputer_asa_black,asa_nocomputer_asa_white,asa_noinsurance_asa_poverty,asa_nointernet_asa_poverty,asa_nointernet_asa_black,asa_nointernet_asa_white,asa_poverty_asa_black,asa_poverty_asa_white
Henrico County ,VA,0.330406441,-0.553566569,0.022981947,0.057684286,0.394866664,0.16257882,0.067659559,0.305835837,0.122,0.526954398,0.087038795,0.070915126,0.029300099,0.068,0.053857408,0.089,0.306123004,0.540405903,0.017641922,0.007037483,0.030396988,0.005020771,0.004090688,0.001690155,0.003922531,0.003106726,0.005133901,0.017658487,0.031172929,0.120764377,0.048173733,0.208076725,0.034368719,0.028002019,0.011569632,0.026850933,0.021266495,0.035143133,0.120877769,0.213388276,0.049722429,0.019834616,0.085671624,0.014150665,0.011529298,0.004763576,0.01105536,0.008756074,0.014469515,0.049769117,0.087858554,0.020692718,0.008254466,0.035653502,0.005889006,0.004798086,0.001982432,0.00460085,0.003643968,0.006021701,0.020712147,0.036563625,0.037311972,0.161161539,0.026619583,0.00896102,0.016471525,0.027219389,0.093623385,0.165275492,0.064288437,0.010618733,0.008651645,0.003574612,0.006570604,0.010858,0.037347006,0.06592952,0.045865476,0.037369038,0.015439816,0.028380398,0.046898941,0.161312863,0.284769267,0.006172367,0.002550245,0.004687684,0.007746453,0.026644577,0.047036279,0.00207782,0.003819305,0.006311446,0.021708751,0.038322953,0.002607709,0.008969434,0.015833946,0.006052,0.004793309,0.016486992,0.029104861,0.027244947,0.048096125
Henry County ,GA,-1.041253594,-0.398156434,-0.016719543,0.056053649,0.397150421,0.119414566,0.043046372,0.182238309,0.089,0.500935791,0.088394916,0.077468121,0.013314234,0.092,0.039132678,0.082,0.475164243,0.453562186,0.010215122,0.004988775,0.028079279,0.004954858,0.004342371,0.000746311,0.005156936,0.002193529,0.004596399,0.02663469,0.025423816,0.072376021,0.035346387,0.19894686,0.035106078,0.030766497,0.005287754,0.036537839,0.01554156,0.032566335,0.188711679,0.180132413,0.021761909,0.010627896,0.05981903,0.010555641,0.009250822,0.001589913,0.01098614,0.004673012,0.009791994,0.056741532,0.054161932,0.007844698,0.003831127,0.021563468,0.00380508,0.003334722,0.000573129,0.003960266,0.00168452,0.003529803,0.020454097,0.019524207,0.01621921,0.091289691,0.01610894,0.002426363,0.007131473,0.014943541,0.086593128,0.082656406,0.044583285,0.007867148,0.006894663,0.001184967,0.003482808,0.007298,0.042289618,0.040367035,0.044280177,0.038806554,0.006669576,0.019602959,0.041076735,0.238026776,0.227205532,0.006847788,0.001176911,0.00345913,0.007248383,0.042002103,0.040092591,0.001031429,0.003031535,0.006352386,0.036810081,0.03513661,0.001091767,0.006326448,0.006038833,0.007544,0.00320888,0.018594449,0.017749103,0.038963468,0.037192099
Hernando County ,FL,-0.478467209,-1.213750438,0.01911624,0.04392533,0.304022277,0.274690594,0.132585602,0.151253094,0.218,0.378532384,0.087525784,0.093373556,0.019492574,0.118,0.038386964,0.123,0.054883457,0.86769802,0.006643842,0.009575722,0.01662716,0.003844599,0.004101464,0.000856218,0.005183189,0.00168616,0.005402816,0.002410774,0.038113922,0.04598431,0.066276856,0.115082277,0.026609788,0.028387641,0.005926177,0.035874629,0.011670492,0.03739474,0.016685794,0.263799528,0.041547802,0.059882549,0.103979285,0.02404251,0.025648838,0.005354427,0.03241349,0.010544538,0.033786943,0.015075969,0.238348485,0.020053983,0.028903661,0.050187944,0.011604659,0.012379989,0.002584435,0.015645101,0.005089559,0.016308029,0.007276756,0.115044264,0.032973174,0.057254194,0.013238546,0.002948312,0.005806147,0.018604131,0.008301293,0.13124201,0.08252006,0.019080621,0.020355435,0.004249381,0.008368358,0.026814,0.011964594,0.189158168,0.033131344,0.035344915,0.007378571,0.014530709,0.046559483,0.020775166,0.3284518,0.008172594,0.001706103,0.003359849,0.010765671,0.004803718,0.075945949,0.001820091,0.003584327,0.011484947,0.005124664,0.08102005,0.002397587,0.00106982,0.016913668,0.014514,0.004721597,0.002106809,0.033308293,0.006750665,0.106726856
Hidalgo County ,TX,3.25247637,0.285947454,0.077125217,0.086304128,0.424140706,0.113709225,0.050171116,0.113733399,0.114,0.393093414,0.092648039,0.202802556,0.030168975,0.322,0.076147654,0.273,0,0.844689867,0.009815662,0.009838671,0.033925584,0.007995908,0.017502698,0.002603707,0.027789929,0.006571857,0.023561027,0,0.072900222,0.048238964,0.04835204,0.166726918,0.039295805,0.086016819,0.01279589,0.136573307,0.03229732,0.115790413,0,0.358267357,0.012932537,0.012962852,0.044698347,0.010534937,0.023060521,0.003430491,0.03661437,0.008658691,0.031042618,0,0.09604903,0.005706132,0.005719507,0.019721935,0.004648256,0.010174831,0.001513611,0.016155099,0.003820413,0.013696715,0,0.042379033,0.012965607,0.04470785,0.010537176,0.00343122,0.008660532,0.031049218,0,0.09606945,0.044812649,0.010561876,0.023119491,0.003439263,0.008680833,0.031122,0,0.096294645,0.036419334,0.079720349,0.011859225,0.029933141,0.107314502,0,0.332042024,0.018789259,0.002795096,0.007054931,0.025292915,0,0.07825886,0.006118345,0.015442939,0.055365098,0,0.171305264,0.00823613,0,0.025483427,0.087906,0.02078831,0,0.064321152,0,0.230600334
Highlands County ,FL,1.153569461,-0.692344414,0.047990939,0.043908455,0.261765564,0.35324465,0.186752149,0.130925147,0.198,0.342832397,0.095113019,0.124316284,0.048050762,0.116,0.087044935,0.144,0.108989748,0.829440506,0.005748721,0.008693874,0.015053241,0.004176266,0.005458536,0.002109835,0.005093381,0.003822009,0.006322818,0.004785571,0.036419451,0.034271695,0.051829582,0.089741716,0.024897313,0.032541722,0.012578035,0.030364805,0.022785367,0.037694241,0.028529763,0.217118962,0.046248608,0.069942441,0.12110371,0.033598165,0.043914062,0.016973675,0.040976379,0.030748158,0.05086723,0.038500045,0.292995421,0.024450553,0.036976926,0.064024687,0.017762561,0.023216333,0.008973583,0.021663249,0.016255829,0.026892309,0.02035407,0.154899797,0.025923179,0.044885382,0.012452686,0.006291053,0.011396371,0.018853221,0.014269499,0.10859462,0.067880815,0.018832378,0.024614624,0.009514051,0.017234897,0.028512,0.02157997,0.16422922,0.032607824,0.04261965,0.016473358,0.029841824,0.049367865,0.037365217,0.284359077,0.011824097,0.004570253,0.008279107,0.013696275,0.010366344,0.078890591,0.005973492,0.010821103,0.017901545,0.0135492,0.103112962,0.00691931,0.00523704,0.039855248,0.016704,0.012534471,0.009487006,0.072198595,0.015694524,0.119439433
Hillsborough County ,FL,-0.578752514,-0.034705408,-0.014144393,0.0603471,0.416252935,0.145434547,0.058425863,0.250723521,0.116,0.499899454,0.085296012,0.089395286,0.014832524,0.131,0.032824762,0.135,0.170659281,0.690960673,0.015130437,0.007000264,0.030167482,0.005147367,0.005394746,0.0008951,0.00790547,0.001980879,0.008146859,0.010298793,0.041697473,0.104364401,0.04828534,0.208084615,0.035504715,0.03721105,0.006174082,0.054529134,0.013663404,0.056194146,0.071037427,0.287614408,0.036463862,0.016870407,0.072702651,0.012404987,0.013001163,0.002157161,0.019051926,0.004773854,0.019633664,0.024819755,0.100489552,0.014648738,0.0067774,0.029207057,0.004983493,0.005222997,0.000866603,0.007653788,0.001917815,0.007887492,0.009970916,0.040369974,0.029083928,0.125336551,0.021385716,0.003718863,0.00822994,0.033847675,0.042788296,0.173240093,0.057988337,0.009894337,0.010369853,0.001720573,0.003807672,0.01566,0.019796477,0.080151438,0.04263943,0.044688655,0.007414771,0.016409081,0.067486426,0.085312481,0.345410863,0.007625061,0.001265155,0.002799821,0.011514962,0.014556556,0.05893619,0.001325958,0.002934379,0.012068364,0.015256135,0.061768627,0.002002391,0.002531308,0.010248691,0.017685,0.004431343,0.00560185,0.02268062,0.023039003,0.093279691
Hinds County ,MS,-0.053772953,-0.100016708,0.001202267,0.063966529,0.41455314,0.147140269,0.058505866,0.197334369,0.141,0.443517081,0.111287957,0.090144065,0.041752933,0.144,0.052437026,0.189,0.724020876,0.247110076,0.012622795,0.009019281,0.028370248,0.007118704,0.005766203,0.00267079,0.00921118,0.003354215,0.012089674,0.046313102,0.015806774,0.081805582,0.058451993,0.183861399,0.046134772,0.037369505,0.017308809,0.059695652,0.021737934,0.078350543,0.300145128,0.102440258,0.029035832,0.020746778,0.065259223,0.01637494,0.013263822,0.006143538,0.021188199,0.007715598,0.027809511,0.106532626,0.036359843,0.011545218,0.008249327,0.025948351,0.006510998,0.005273957,0.002442792,0.008424845,0.003067874,0.011057609,0.042359468,0.014457389,0.027824146,0.087521163,0.021960939,0.008239289,0.010347627,0.037296196,0.142874203,0.048763311,0.062535908,0.015691602,0.012710313,0.005887164,0.007393621,0.026649,0.102086944,0.034842521,0.04935811,0.039980433,0.018518139,0.023256717,0.083824728,0.321115626,0.10959754,0.010031949,0.004646599,0.005835609,0.021033424,0.080574804,0.027500376,0.003763779,0.004726887,0.017037228,0.065266185,0.022275507,0.007891304,0.030229995,0.01031757,0.027216,0.009910598,0.037965501,0.012957717,0.136839946,0.046703804
Horry County ,SC,0.190557157,0.248145853,-0.001497218,0.044125497,0.322544841,0.249908919,0.086663786,0.186115606,0.163,0.447180165,0.106944456,0.087988342,0.022418599,0.149,0.042275637,0.128,0.125214287,0.811029115,0.008212444,0.007192456,0.019732047,0.004718977,0.003882529,0.000989232,0.006574699,0.001865433,0.005648064,0.005525143,0.035787063,0.060030629,0.052574809,0.144235655,0.034494383,0.028380186,0.007231003,0.048059181,0.013635789,0.04128574,0.040387222,0.261593257,0.04651195,0.040735154,0.111754312,0.026726373,0.021989071,0.005602608,0.037236429,0.010565059,0.031988342,0.031292167,0.202683409,0.016129483,0.014126197,0.038754326,0.009268211,0.007625403,0.001942881,0.012912904,0.003663767,0.011092965,0.010851544,0.070286854,0.030336844,0.083227207,0.019904032,0.004172451,0.007868156,0.023822798,0.023304333,0.150945175,0.072890367,0.017431946,0.0143421,0.003654232,0.006890929,0.020864,0.020409929,0.132197746,0.047823439,0.039346641,0.010025153,0.018904826,0.057239061,0.055993346,0.362676133,0.009409865,0.002397545,0.004521145,0.01368889,0.013390974,0.086735068,0.001972575,0.003719763,0.011262508,0.011017398,0.071361107,0.002869581,0.002807129,0.018182137,0.019072,0.005411282,0.005293514,0.034286772,0.016027429,0.103811727
Houston County ,AL,-0.163108106,-0.061787723,-0.002634175,0.062682987,0.372877354,0.179643377,0.07452636,0.159422754,0.16,0.410985814,0.087011957,0.113088155,0.033877335,0.129,0.058045749,0.205,0.276014809,0.669084453,0.009993094,0.010029278,0.025761818,0.005454169,0.007088703,0.002123533,0.008086105,0.003638481,0.012850012,0.017301433,0.041940212,0.059445135,0.059660377,0.153247303,0.032444788,0.042168012,0.012632091,0.048101179,0.021643945,0.076439858,0.102919672,0.24948644,0.028639242,0.02874294,0.07383088,0.015631122,0.020315538,0.006085839,0.023173996,0.010427534,0.036826892,0.049584232,0.120196591,0.011881198,0.011924218,0.030629277,0.006484684,0.008428049,0.002524754,0.0096139,0.004325938,0.015277904,0.020570379,0.049864429,0.025507641,0.06552049,0.013871686,0.005400818,0.009253813,0.032681665,0.044003041,0.106667286,0.06575773,0.013921913,0.018094105,0.005420374,0.00928732,0.0328,0.044162369,0.107053512,0.03576068,0.046477627,0.013923104,0.023855979,0.084252092,0.113438171,0.274984219,0.009840022,0.002947733,0.005050674,0.017837451,0.024016589,0.058218348,0.003831125,0.006564287,0.023183072,0.031214006,0.075665526,0.006944854,0.009350646,0.022666798,0.026445,0.011899379,0.016021486,0.038837508,0.056583036,0.137162313
Houston County ,GA,-1.268646494,-0.888348016,-0.009887179,0.061128954,0.409912392,0.127946384,0.051798078,0.184134344,0.138,0.469673071,0.08001875,0.056289314,0.026529332,0.123,0.043740458,0.106,0.308444664,0.555532329,0.01125594,0.008435796,0.028710624,0.004891462,0.003440907,0.00162171,0.007518861,0.002673808,0.006479669,0.0188549,0.03395911,0.075478949,0.05656791,0.192524812,0.032800677,0.023073687,0.010874702,0.050419224,0.017929756,0.043450714,0.12643529,0.227719586,0.023559323,0.017656601,0.060092971,0.01023811,0.007202014,0.003394332,0.015737405,0.005596433,0.013562317,0.039464379,0.071078353,0.009537805,0.007148135,0.024328162,0.004144817,0.002915678,0.001374168,0.006371164,0.002265672,0.005490596,0.015976841,0.028775507,0.025410539,0.086482943,0.0147342,0.004884961,0.008054121,0.01951824,0.056795256,0.102292581,0.064814884,0.011042588,0.007767925,0.003661048,0.006036183,0.014628,0.042565364,0.076663461,0.037582652,0.026437575,0.012460113,0.020543715,0.049785346,0.144868153,0.260918575,0.004504201,0.002122844,0.003500057,0.008481988,0.024681356,0.044453003,0.001493318,0.00246212,0.005966667,0.017362139,0.031270534,0.002812109,0.008182831,0.014737902,0.013038,0.004636489,0.013491511,0.024299239,0.032695134,0.058886427
Hunt County ,TX,-1.70531077,-1.325057141,-0.009886013,0.063715845,0.376463071,0.155313711,0.069699982,0.139876666,0.17,0.418524454,0.077144654,0.113090046,0.029565694,0.152,0.053410958,0.158,0,0.812229953,0.00891236,0.010831694,0.026666639,0.004915337,0.007205628,0.001883803,0.009684808,0.003403124,0.010067104,0,0.051751918,0.052658399,0.063998722,0.157559001,0.029042113,0.042574226,0.011130392,0.057222387,0.020107253,0.059481165,0,0.305774582,0.021724764,0.026403331,0.065002586,0.011981622,0.017564435,0.004591958,0.023607684,0.008295454,0.024539566,0,0.126150448,0.009749401,0.011848997,0.029171147,0.005376981,0.007882374,0.002060728,0.010594397,0.003722743,0.011012597,0,0.056612413,0.023779033,0.058541805,0.010790737,0.004135551,0.007470947,0.022100513,0,0.113612018,0.071149157,0.013114591,0.019225308,0.005026168,0.009079863,0.02686,0,0.138079092,0.032286924,0.04733095,0.012373966,0.022353792,0.066126864,0,0.339938098,0.008724292,0.002280835,0.00412037,0.012188855,0,0.062659199,0.003343586,0.006040248,0.017868227,0,0.091855123,0.00467138,0,0.024014142,0.024016,0.008438931,0,0.04338198,0,0.128332333
Iberia Parish ,LA,2.192375996,0.663883745,0.039738462,0.068652442,0.371545181,0.159716454,0.069941286,0.109480166,0.152,0.411835205,0.089069581,0.123972505,0.051711299,0.112,0.051124159,0.218,0.322368609,0.589947014,0.007516081,0.010435171,0.028273493,0.006114844,0.008511015,0.003550107,0.007689074,0.003509798,0.014966232,0.022131392,0.040501303,0.040676828,0.056474868,0.153015386,0.033093374,0.046061387,0.019213084,0.04161306,0.018994935,0.080996849,0.119774503,0.21919197,0.017485784,0.024276901,0.065776859,0.014225878,0.019800449,0.008259145,0.017888243,0.008165369,0.034818187,0.051487571,0.094224245,0.007657184,0.010631075,0.028804284,0.006229641,0.008670796,0.003616755,0.007833424,0.003575689,0.0152472,0.022546875,0.041261653,0.016640985,0.045087787,0.009751353,0.005661362,0.005597081,0.023866676,0.035292969,0.064587497,0.062598951,0.013538576,0.018843821,0.007860117,0.007770872,0.033136,0.049000029,0.089671946,0.036681989,0.051056242,0.021296533,0.021054729,0.089780075,0.132762742,0.242960949,0.011042179,0.004605904,0.004553607,0.019417169,0.028713237,0.052546333,0.006410779,0.00633799,0.027026006,0.039964844,0.073137209,0.011273063,0.0166701,0.030506926,0.024416,0.011145067,0.016480824,0.030160545,0.070276357,0.128608449
Indian County ,FL,-0.446221499,-0.732762882,0.007449638,0.03723667,0.284480656,0.342208438,0.160614796,0.247631673,0.139,0.403806832,0.093707597,0.086766757,0.030502179,0.132,0.061923551,0.123,0.095527222,0.855424173,0.009220979,0.005175897,0.015036422,0.003489359,0.003230905,0.0011358,0.00491524,0.002305827,0.00458011,0.003557116,0.031853148,0.070446421,0.039542811,0.114875232,0.026657999,0.024683464,0.00867728,0.037551447,0.017616052,0.034991121,0.027175647,0.24335163,0.084741648,0.047566973,0.138186105,0.03206753,0.029692316,0.010438103,0.045171514,0.021190762,0.042091638,0.032690221,0.29273337,0.039773311,0.022325457,0.064857352,0.015050827,0.013936025,0.004899101,0.021201153,0.009945839,0.01975562,0.015343085,0.137393779,0.034420803,0.099995361,0.023204969,0.007553306,0.015334233,0.030458696,0.023655566,0.211830119,0.05612915,0.013025356,0.012060579,0.004239803,0.008607374,0.017097,0.013278284,0.11890396,0.037839768,0.035037009,0.012316988,0.025005153,0.04966824,0.038574545,0.345426125,0.008130704,0.002858286,0.005802707,0.011526034,0.008951626,0.080159744,0.002646575,0.005372906,0.010672311,0.008288587,0.074222381,0.003751768,0.002913788,0.026092301,0.016236,0.007616597,0.005915385,0.052970902,0.011749848,0.105217173
Iredell County ,NC,-1.036340601,-0.231482699,-0.020925075,0.050773902,0.369729272,0.157057523,0.062902214,0.22194537,0.114,0.509059107,0.066306943,0.07790722,0.023299561,0.096,0.041395774,0.074,0.112515539,0.787174241,0.011269032,0.005788225,0.025846917,0.003366662,0.003955654,0.00118301,0.004874295,0.002101825,0.003757269,0.005712853,0.039967908,0.0820597,0.042149137,0.188214053,0.024515618,0.02880458,0.00861453,0.03549401,0.015305229,0.027359966,0.041600288,0.291041359,0.03485819,0.017904558,0.079951562,0.010414004,0.012235915,0.003659371,0.015077522,0.006501518,0.011622257,0.017671412,0.123631636,0.013960855,0.007170852,0.032020945,0.004170854,0.004900537,0.001465594,0.006038613,0.002603886,0.004654764,0.007077477,0.049515003,0.025301772,0.112983312,0.014716519,0.00517123,0.0091876,0.016423957,0.024972303,0.174709678,0.058032738,0.007558992,0.008881423,0.00265615,0.004719118,0.008436,0.012826771,0.089737863,0.033754153,0.03965938,0.011860854,0.021072896,0.037670374,0.05727706,0.400718216,0.00516579,0.001544923,0.002744827,0.004906714,0.007460561,0.052195118,0.001815204,0.00322503,0.005765134,0.008765773,0.061326557,0.001724168,0.002621563,0.018340814,0.007104,0.003063287,0.004657668,0.032585687,0.00832615,0.058250894
Jackson County ,GA,0.508677519,0.639241583,-0.003394466,0.068131055,0.379996437,0.148827713,0.055113255,0.17461666,0.163,0.455115995,0.062362114,0.114118147,0.03054387,0.117,0.062403223,0.111,0.07043315,0.838318922,0.011896817,0.011105362,0.031007533,0.004248797,0.00777499,0.002080986,0.007971333,0.004251597,0.007562547,0.004798685,0.057115553,0.066353709,0.061939419,0.172942457,0.023697381,0.043364489,0.011606562,0.044459583,0.023713002,0.042179605,0.026764346,0.318558203,0.025987798,0.024258917,0.067733873,0.009281211,0.016983943,0.004545774,0.017412842,0.009287329,0.016519876,0.010482405,0.124765088,0.009623693,0.008983461,0.025082924,0.003436979,0.006289423,0.001683372,0.006448251,0.003439245,0.006117571,0.0038818,0.046202485,0.028462516,0.079470835,0.010889464,0.005333469,0.010896642,0.019382449,0.012298801,0.14638445,0.074183907,0.010165025,0.018601258,0.004978651,0.010171725,0.018093,0.011480603,0.136645984,0.028381996,0.051936994,0.013901004,0.028400705,0.050517875,0.032055253,0.38153235,0.007116649,0.00190478,0.003891597,0.006922195,0.00439236,0.05227934,0.00348561,0.00712134,0.012667114,0.008037701,0.095667402,0.00339037,0.002151301,0.025605504,0.012987,0.006926758,0.004395256,0.052313803,0.00781808,0.0930534
Jackson County ,MS,-0.408717724,-0.143639251,-0.006891635,0.053928156,0.374106129,0.168099877,0.069587862,0.171414248,0.199,0.431815175,0.084370235,0.076871122,0.039117932,0.118,0.057012749,0.15,0.202496919,0.71074455,0.009244054,0.010731703,0.023286996,0.004549931,0.004145518,0.002109558,0.006363522,0.003074592,0.008089223,0.010920285,0.038329143,0.064127121,0.07444712,0.161544704,0.031563422,0.028757958,0.014634258,0.044144523,0.021328819,0.056115919,0.075755339,0.265893892,0.028814714,0.033451876,0.072588078,0.014182626,0.012922026,0.00657572,0.019835785,0.009583836,0.025214982,0.034039707,0.119476071,0.011928351,0.013847985,0.030049095,0.005871144,0.005349297,0.002722133,0.008211368,0.003967395,0.010438179,0.014091328,0.049459194,0.034111435,0.074019273,0.01446226,0.006705371,0.009772797,0.025712137,0.034710857,0.121831743,0.08593122,0.016789677,0.015297353,0.007784468,0.011345537,0.02985,0.040296887,0.141438165,0.036432348,0.033194117,0.016891717,0.02461897,0.064772276,0.087441243,0.306910282,0.006485635,0.003300389,0.004810179,0.012655535,0.017084713,0.059965685,0.003007039,0.004382634,0.011530668,0.015566165,0.054635731,0.00586769,0.007921261,0.027802857,0.0177,0.008551912,0.011544906,0.040521501,0.030374538,0.106611683
James County ,VA,-1.886185711,-1.25794027,-0.016333421,0.047292971,0.320870849,0.261581485,0.112815755,0.39483554,0.132,0.443291559,0.054284333,0.040602172,0.018086066,0.025,0.037897103,0.049,0.127843916,0.788965409,0.018672946,0.006242672,0.020964575,0.002567267,0.001920197,0.000855344,0.001182324,0.001792267,0.002317356,0.006046119,0.037312518,0.126691215,0.042354952,0.142239339,0.01741826,0.013028053,0.005803291,0.008021771,0.012160076,0.015722672,0.041021386,0.253156001,0.103281667,0.034528756,0.115956864,0.014199776,0.010620776,0.00473098,0.006539537,0.00991318,0.012817493,0.033441601,0.206378743,0.04454367,0.01489168,0.050010272,0.006124128,0.004580565,0.002040393,0.002820394,0.00427539,0.005527972,0.014422808,0.089007728,0.052118291,0.175027262,0.021433384,0.007141022,0.014963123,0.019346941,0.050477322,0.311511583,0.058514486,0.007165532,0.005359487,0.002387361,0.005002418,0.006468,0.016875397,0.104143434,0.024063787,0.0179986,0.0080174,0.016799466,0.021721286,0.056672129,0.349741706,0.002204062,0.00098179,0.002057219,0.002659932,0.006939922,0.042828461,0.000734334,0.001538705,0.001989506,0.005190741,0.032033709,0.000886217,0.002312194,0.01426928,0.001225,0.001856958,0.004844914,0.029899503,0.006264352,0.038659305
Jefferson County ,AL,0.994909187,0.518494871,0.012386044,0.064150823,0.396442004,0.164440389,0.065764919,0.249550164,0.149,0.464104966,0.079701111,0.069802436,0.037391451,0.094,0.063860802,0.163,0.428856027,0.514582286,0.016008848,0.009558473,0.029772716,0.005112892,0.004477884,0.002398692,0.006030177,0.004096723,0.010456584,0.027511467,0.033010877,0.098932167,0.059069859,0.183990703,0.031596868,0.027672618,0.014823542,0.037265548,0.025317104,0.064620047,0.170016543,0.204002033,0.041036126,0.024501618,0.076317601,0.013106082,0.01147834,0.006148665,0.015457397,0.010501295,0.026803783,0.070521252,0.084618111,0.016411646,0.009798973,0.030521825,0.005241537,0.004590552,0.002459046,0.006181902,0.0041998,0.010719682,0.028203682,0.033841462,0.037182974,0.11581747,0.019889425,0.009331043,0.015936474,0.040676677,0.107021092,0.128414094,0.06915164,0.011875466,0.010400563,0.005571326,0.009515259,0.024287,0.063899548,0.076672761,0.036989681,0.032395657,0.017353558,0.029638115,0.075649109,0.199034212,0.238820194,0.005563332,0.00298014,0.005089777,0.012991281,0.034180302,0.04101278,0.002610014,0.00445764,0.011377797,0.029935195,0.035919097,0.006094807,0.016035549,0.019240978,0.015322,0.010409311,0.02738709,0.032861637,0.069903532,0.083876913
Jefferson County ,AR,4.309940776,1.963536128,0.061002934,0.059469652,0.385116126,0.179785706,0.07256375,0.132676883,0.176,0.401696995,0.099170957,0.096866395,0.066428229,0.067,0.127349455,0.247,0.535870346,0.341060098,0.007890248,0.010466659,0.023888781,0.005897662,0.005760611,0.003950464,0.003984467,0.007573428,0.014689004,0.031868023,0.020282725,0.051096007,0.067780438,0.154699991,0.038192335,0.037304811,0.025582582,0.02580278,0.049044329,0.095123683,0.206372312,0.131347744,0.023853407,0.031642284,0.072219378,0.017829521,0.017415193,0.011942846,0.012045642,0.022895612,0.044407069,0.096341828,0.061317731,0.009627532,0.01277122,0.02914864,0.007196217,0.007028989,0.004820281,0.004861771,0.009240954,0.017923246,0.038884762,0.0247486,0.023351131,0.053295905,0.013157693,0.00881349,0.016896329,0.03277119,0.071097607,0.045250791,0.070698671,0.017454088,0.017048486,0.011691368,0.022413504,0.043472,0.094313181,0.060026577,0.039836675,0.03891094,0.02668402,0.051155893,0.099219158,0.215257508,0.137002816,0.009606333,0.006587751,0.012629367,0.024495226,0.053142775,0.033823256,0.006434663,0.012335883,0.023926,0.051907829,0.033037262,0.016407773,0.035596918,0.022656018,0.016549,0.031455315,0.068242797,0.043433818,0.132359975,0.084241844
