"Label","Ascension Parish, Louisiana!!Total!!Estimate","Ascension Parish, Louisiana!!Total!!Margin of Error","Ascension Parish, Louisiana!!With a disability!!Estimate","Ascension Parish, Louisiana!!With a disability!!Margin of Error","Ascension Parish, Louisiana!!Percent with a disability!!Estimate","Ascension Parish, Louisiana!!Percent with a disability!!Margin of Error","Bossier Parish, Louisiana!!Total!!Estimate","Bossier Parish, Louisiana!!Total!!Margin of Error","Bossier Parish, Louisiana!!With a disability!!Estimate","Bossier Parish, Louisiana!!With a disability!!Margin of Error","Bossier Parish, Louisiana!!Percent with a disability!!Estimate","Bossier Parish, Louisiana!!Percent with a disability!!Margin of Error","Caddo Parish, Louisiana!!Total!!Estimate","Caddo Parish, Louisiana!!Total!!Margin of Error","Caddo Parish, Louisiana!!With a disability!!Estimate","Caddo Parish, Louisiana!!With a disability!!Margin of Error","Caddo Parish, Louisiana!!Percent with a disability!!Estimate","Caddo Parish, Louisiana!!Percent with a disability!!Margin of Error","Calcasieu Parish, Louisiana!!Total!!Estimate","Calcasieu Parish, Louisiana!!Total!!Margin of Error","Calcasieu Parish, Louisiana!!With a disability!!Estimate","Calcasieu Parish, Louisiana!!With a disability!!Margin of Error","Calcasieu Parish, Louisiana!!Percent with a disability!!Estimate","Calcasieu Parish, Louisiana!!Percent with a disability!!Margin of Error","East Baton Rouge Parish, Louisiana!!Total!!Estimate","East Baton Rouge Parish, Louisiana!!Total!!Margin of Error","East Baton Rouge Parish, Louisiana!!With a disability!!Estimate","East Baton Rouge Parish, Louisiana!!With a disability!!Margin of Error","East Baton Rouge Parish, Louisiana!!Percent with a disability!!Estimate","East Baton Rouge Parish, Louisiana!!Percent with a disability!!Margin of Error","Iberia Parish, Louisiana!!Total!!Estimate","Iberia Parish, Louisiana!!Total!!Margin of Error","Iberia Parish, Louisiana!!With a disability!!Estimate","Iberia Parish, Louisiana!!With a disability!!Margin of Error","Iberia Parish, Louisiana!!Percent with a disability!!Estimate","Iberia Parish, Louisiana!!Percent with a disability!!Margin of Error","Jefferson Parish, Louisiana!!Total!!Estimate","Jefferson Parish, Louisiana!!Total!!Margin of Error","Jefferson Parish, Louisiana!!With a disability!!Estimate","Jefferson Parish, Louisiana!!With a disability!!Margin of Error","Jefferson Parish, Louisiana!!Percent with a disability!!Estimate","Jefferson Parish, Louisiana!!Percent with a disability!!Margin of Error","Lafayette Parish, Louisiana!!Total!!Estimate","Lafayette Parish, Louisiana!!Total!!Margin of Error","Lafayette Parish, Louisiana!!With a disability!!Estimate","Lafayette Parish, Louisiana!!With a disability!!Margin of Error","Lafayette Parish, Louisiana!!Percent with a disability!!Estimate","Lafayette Parish, Louisiana!!Percent with a disability!!Margin of Error","Lafourche Parish, Louisiana!!Total!!Estimate","Lafourche Parish, Louisiana!!Total!!Margin of Error","Lafourche Parish, Louisiana!!With a disability!!Estimate","Lafourche Parish, Louisiana!!With a disability!!Margin of Error","Lafourche Parish, Louisiana!!Percent with a disability!!Estimate","Lafourche Parish, Louisiana!!Percent with a disability!!Margin of Error","Livingston Parish, Louisiana!!Total!!Estimate","Livingston Parish, Louisiana!!Total!!Margin of Error","Livingston Parish, Louisiana!!With a disability!!Estimate","Livingston Parish, Louisiana!!With a disability!!Margin of Error","Livingston Parish, Louisiana!!Percent with a disability!!Estimate","Livingston Parish, Louisiana!!Percent with a disability!!Margin of Error","Orleans Parish, Louisiana!!Total!!Estimate","Orleans Parish, Louisiana!!Total!!Margin of Error","Orleans Parish, Louisiana!!With a disability!!Estimate","Orleans Parish, Louisiana!!With a disability!!Margin of Error","Orleans Parish, Louisiana!!Percent with a disability!!Estimate","Orleans Parish, Louisiana!!Percent with a disability!!Margin of Error","Ouachita Parish, Louisiana!!Total!!Estimate","Ouachita Parish, Louisiana!!Total!!Margin of Error","Ouachita Parish, Louisiana!!With a disability!!Estimate","Ouachita Parish, Louisiana!!With a disability!!Margin of Error","Ouachita Parish, Louisiana!!Percent with a disability!!Estimate","Ouachita Parish, Louisiana!!Percent with a disability!!Margin of Error","Rapides Parish, Louisiana!!Total!!Estimate","Rapides Parish, Louisiana!!Total!!Margin of Error","Rapides Parish, Louisiana!!With a disability!!Estimate","Rapides Parish, Louisiana!!With a disability!!Margin of Error","Rapides Parish, Louisiana!!Percent with a disability!!Estimate","Rapides Parish, Louisiana!!Percent with a disability!!Margin of Error","St. Landry Parish, Louisiana!!Total!!Estimate","St. Landry Parish, Louisiana!!Total!!Margin of Error","St. Landry Parish, Louisiana!!With a disability!!Estimate","St. Landry Parish, Louisiana!!With a disability!!Margin of Error","St. Landry Parish, Louisiana!!Percent with a disability!!Estimate","St. Landry Parish, Louisiana!!Percent with a disability!!Margin of Error","St. Tammany Parish, Louisiana!!Total!!Estimate","St. Tammany Parish, Louisiana!!Total!!Margin of Error","St. Tammany Parish, Louisiana!!With a disability!!Estimate","St. Tammany Parish, Louisiana!!With a disability!!Margin of Error","St. Tammany Parish, Louisiana!!Percent with a disability!!Estimate","St. Tammany Parish, Louisiana!!Percent with a disability!!Margin of Error","Tangipahoa Parish, Louisiana!!Total!!Estimate","Tangipahoa Parish, Louisiana!!Total!!Margin of Error","Tangipahoa Parish, Louisiana!!With a disability!!Estimate","Tangipahoa Parish, Louisiana!!With a disability!!Margin of Error","Tangipahoa Parish, Louisiana!!Percent with a disability!!Estimate","Tangipahoa Parish, Louisiana!!Percent with a disability!!Margin of Error","Terrebonne Parish, Louisiana!!Total!!Estimate","Terrebonne Parish, Louisiana!!Total!!Margin of Error","Terrebonne Parish, Louisiana!!With a disability!!Estimate","Terrebonne Parish, Louisiana!!With a disability!!Margin of Error","Terrebonne Parish, Louisiana!!Percent with a disability!!Estimate","Terrebonne Parish, Louisiana!!Percent with a disability!!Margin of Error","United States!!Total!!Estimate","United States!!Total!!Margin of Error","United States!!With a disability!!Estimate","United States!!With a disability!!Margin of Error","United States!!Percent with a disability!!Estimate","United States!!Percent with a disability!!Margin of Error"
"    DISABILITY TYPE BY DETAILED AGE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        With a hearing difficulty","(X)","(X)","3,152","±1,126","2.5%","±0.9","(X)","(X)","3,485","±1,031","2.9%","±0.9","(X)","(X)","10,074","±2,058","4.3%","±0.9","(X)","(X)","7,818","±1,633","3.9%","±0.8","(X)","(X)","16,705","±2,560","3.8%","±0.6","(X)","(X)","3,253","±963","4.7%","±1.4","(X)","(X)","17,100","±1,755","4.0%","±0.4","(X)","(X)","4,951","±1,168","2.0%","±0.5","(X)","(X)","6,987","±1,387","7.2%","±1.4","(X)","(X)","5,024","±1,612","3.6%","±1.2","(X)","(X)","10,527","±1,471","2.7%","±0.4","(X)","(X)","6,091","±1,239","4.1%","±0.8","(X)","(X)","3,276","±1,020","2.6%","±0.8","(X)","(X)","2,500","±691","3.1%","±0.9","(X)","(X)","14,045","±2,360","5.5%","±0.9","(X)","(X)","6,215","±1,395","4.7%","±1.0","(X)","(X)","3,729","±1,056","3.4%","±1.0","(X)","(X)","11,495,247","±58,968","3.6%","±0.1"
"            Population under 18 years","33,623","±8","0","±224","0.0%","±0.6","31,428","±270","0","±224","0.0%","±0.7","56,130","±317","775","±699","1.4%","±1.2","51,277","±345","496","±527","1.0%","±1.0","99,896","±171","915","±785","0.9%","±0.8","17,480","±399","501","±359","2.9%","±2.1","95,084","±171","469","±593","0.5%","±0.6","57,627","±252","414","±449","0.7%","±0.8","22,762","±163","697","±543","3.1%","±2.4","35,876","±14","454","±483","1.3%","±1.3","77,080","±196","958","±639","1.2%","±0.8","37,697","±404","127","±160","0.3%","±0.4","31,840","±84","138","±160","0.4%","±0.5","21,154","±289","126","±135","0.6%","±0.6","61,842","±212","661","±664","1.1%","±1.1","32,741","±114","0","±224","0.0%","±0.6","27,689","±894","0","±224","0.0%","±0.7","72,835,047","±33,175","401,932","±13,537","0.6%","±0.1"
"                Population under 5 years","7,066","±1,132","0","±224","0.0%","±2.9","8,513","±559","0","±224","0.0%","±2.4","15,740","±746","0","±224","0.0%","±1.3","14,862","±505","0","±224","0.0%","±1.4","28,550","±582","598","±721","2.1%","±2.5","4,794","±423","109","±204","2.3%","±4.3","27,907","±785","0","±224","0.0%","±0.7","15,860","±507","250","±305","1.6%","±1.9","6,994","±1,697","0","±224","0.0%","±2.9","8,844","±759","0","±224","0.0%","±2.3","22,464","±188","169","±205","0.8%","±0.9","10,261","±341","64","±111","0.6%","±1.1","8,603","±167","0","±224","0.0%","±2.4","5,912","±251","0","±224","0.0%","±3.4","15,105","±202","81","±130","0.5%","±0.9","9,124","±443","0","±224","0.0%","±2.2","7,319","±1,247","0","±224","0.0%","±2.8","19,401,454","±22,231","95,422","±6,236","0.5%","±0.1"
"                Population 5 to 17 years","26,557","±1,133","0","±224","0.0%","±0.8","22,915","±511","0","±224","0.0%","±0.9","40,390","±835","775","±699","1.9%","±1.7","36,415","±567","496","±527","1.4%","±1.4","71,346","±577","317","±330","0.4%","±0.5","12,686","±400","392","±287","3.1%","±2.2","67,177","±806","469","±593","0.7%","±0.9","41,767","±574","164","±197","0.4%","±0.5","15,768","±1,679","697","±543","4.4%","±3.4","27,032","±757","454","±483","1.7%","±1.8","54,616","±57","789","±601","1.4%","±1.1","27,436","±472","63","±112","0.2%","±0.4","23,237","±189","138","±160","0.6%","±0.7","15,242","±135","126","±135","0.8%","±0.9","46,737","±278","580","±651","1.2%","±1.4","23,617","±458","0","±224","0.0%","±0.9","20,370","±1,318","0","±224","0.0%","±1.0","53,433,593","±32,613","306,510","±10,945","0.6%","±0.1"
"            Population 18 to 64 years","75,942","±1,136","834","±469","1.1%","±0.6","71,194","±2,163","1,524","±723","2.1%","±1.0","137,384","±1,356","3,263","±1,198","2.4%","±0.9","119,288","±1,039","3,258","±1,216","2.7%","±1.0","274,834","±908","5,557","±1,398","2.0%","±0.5","40,784","±1,098","1,054","±569","2.6%","±1.4","258,240","±715","6,685","±1,428","2.6%","±0.6","151,997","±1,101","873","±519","0.6%","±0.3","58,159","±802","1,637","±746","2.8%","±1.3","85,287","±1,325","2,494","±1,351","2.9%","±1.6","250,557","±679","2,782","±829","1.1%","±0.3","86,922","±2,809","2,364","±857","2.7%","±1.0","74,087","±1,493","888","±561","1.2%","±0.8","46,337","±712","423","±266","0.9%","±0.6","150,666","±1,403","4,136","±1,465","2.7%","±1.0","81,184","±744","2,375","±913","2.9%","±1.1","65,090","±1,266","973","±412","1.5%","±0.6","197,503,214","±33,702","3,866,792","±42,373","2.0%","±0.1"
"                Population 18 to 34 years","28,404","±1,573","72","±130","0.3%","±0.5","24,574","±1,867","65","±112","0.3%","±0.5","51,078","±1,293","433","±386","0.8%","±0.8","45,597","±1,571","336","±411","0.7%","±0.9","122,778","±909","1,046","±702","0.9%","±0.6","14,602","±1,281","38","±73","0.3%","±0.5","92,945","±967","869","±530","0.9%","±0.6","61,104","±1,340","415","±297","0.7%","±0.5","22,335","±1,091","124","±153","0.6%","±0.7","32,559","±1,171","846","±942","2.6%","±2.9","99,302","±455","409","±331","0.4%","±0.3","34,402","±1,211","86","±116","0.2%","±0.3","26,785","±1,026","204","±205","0.8%","±0.8","16,804","±1,231","29","±48","0.2%","±0.3","47,071","±1,342","433","±365","0.9%","±0.8","31,768","±1,546","340","±429","1.1%","±1.3","24,617","±1,335","104","±184","0.4%","±0.8","74,020,428","±40,229","629,160","±17,786","0.8%","±0.1"
"                Population 35 to 64 years","47,538","±1,690","762","±448","1.6%","±0.9","46,620","±1,634","1,459","±715","3.1%","±1.5","86,306","±1,041","2,830","±1,140","3.3%","±1.3","73,691","±1,650","2,922","±1,151","4.0%","±1.6","152,056","±1,118","4,511","±1,337","3.0%","±0.9","26,182","±1,272","1,016","±574","3.9%","±2.2","165,295","±833","5,816","±1,339","3.5%","±0.8","90,893","±1,466","458","±312","0.5%","±0.3","35,824","±1,242","1,513","±724","4.2%","±2.0","52,728","±1,311","1,648","±944","3.1%","±1.8","151,255","±586","2,373","±718","1.6%","±0.5","52,520","±1,729","2,278","±847","4.3%","±1.6","47,302","±1,158","684","±521","1.4%","±1.1","29,533","±1,287","394","±264","1.3%","±0.9","103,595","±1,355","3,703","±1,380","3.6%","±1.3","49,416","±1,601","2,035","±836","4.1%","±1.7","40,473","±1,688","869","±373","2.1%","±0.9","123,482,786","±47,507","3,237,632","±35,535","2.6%","±0.1"
"            Population 65 years and over","16,135","±1,109","2,318","±934","14.4%","±5.6","17,747","±603","1,961","±665","11.0%","±3.8","41,295","±768","6,036","±1,434","14.6%","±3.5","30,690","±358","4,064","±1,029","13.2%","±3.3","62,633","±845","10,233","±1,967","16.3%","±3.1","10,780","±674","1,698","±666","15.8%","±6.3","75,690","±627","9,946","±1,518","13.1%","±2.0","32,405","±729","3,664","±927","11.3%","±2.8","15,699","±629","4,653","±1,000","29.6%","±6.3","18,755","±633","2,076","±739","11.1%","±3.8","59,203","±433","6,787","±1,102","11.5%","±1.9","23,116","±484","3,600","±788","15.6%","±3.4","20,738","±681","2,250","±679","10.8%","±3.4","13,273","±484","1,951","±629","14.7%","±4.8","44,769","±634","9,248","±1,586","20.7%","±3.5","19,474","±511","3,840","±974","19.7%","±4.9","16,301","±718","2,756","±892","16.9%","±5.5","52,782,417","±26,301","7,226,523","±35,464","13.7%","±0.1"
"                Population 65 to 74 years","10,710","±1,239","751","±567","7.0%","±5.3","11,236","±536","905","±545","8.1%","±4.9","24,447","±750","2,225","±885","9.1%","±3.7","18,411","±482","1,367","±512","7.4%","±2.8","38,179","±470","4,274","±1,281","11.2%","±3.3","6,198","±795","327","±264","5.3%","±4.3","45,493","±676","3,540","±842","7.8%","±1.9","20,004","±749","902","±434","4.5%","±2.2","9,222","±553","1,986","±682","21.5%","±7.1","11,612","±548","858","±426","7.4%","±3.6","37,529","±444","2,001","±508","5.3%","±1.4","13,585","±424","1,101","±575","8.1%","±4.2","12,720","±700","1,215","±492","9.6%","±3.9","7,858","±166","1,003","±533","12.8%","±6.8","27,529","±448","3,932","±1,077","14.3%","±4.0","12,221","±434","1,561","±739","12.8%","±6.1","9,043","±775","1,576","±656","17.4%","±7.6","31,216,223","±24,889","2,681,672","±22,286","8.6%","±0.1"
"                Population 75 years and over","5,425","±587","1,567","±733","28.9%","±12.1","6,511","±414","1,056","±432","16.2%","±6.6","16,848","±714","3,811","±1,094","22.6%","±6.4","12,279","±229","2,697","±793","22.0%","±6.4","24,454","±667","5,959","±1,483","24.4%","±5.9","4,582","±580","1,371","±624","29.9%","±14.2","30,197","±634","6,406","±1,114","21.2%","±3.7","12,401","±716","2,762","±773","22.3%","±6.1","6,477","±421","2,667","±736","41.2%","±11.4","7,143","±516","1,218","±559","17.1%","±7.7","21,674","±559","4,786","±934","22.1%","±4.2","9,531","±254","2,499","±546","26.2%","±5.9","8,018","±379","1,035","±414","12.9%","±5.2","5,415","±451","948","±323","17.5%","±6.4","17,240","±631","5,316","±999","30.8%","±5.8","7,253","±509","2,279","±726","31.4%","±9.7","7,258","±817","1,180","±689","16.3%","±8.9","21,566,194","±17,007","4,544,851","±35,135","21.1%","±0.2"
"        With a vision difficulty","(X)","(X)","3,153","±1,320","2.5%","±1.1","(X)","(X)","2,811","±911","2.3%","±0.8","(X)","(X)","7,691","±1,682","3.3%","±0.7","(X)","(X)","7,611","±2,504","3.8%","±1.2","(X)","(X)","29,232","±5,279","6.7%","±1.2","(X)","(X)","4,449","±1,662","6.4%","±2.4","(X)","(X)","12,159","±1,709","2.8%","±0.4","(X)","(X)","6,539","±1,676","2.7%","±0.7","(X)","(X)","4,481","±1,130","4.6%","±1.2","(X)","(X)","3,591","±1,268","2.6%","±0.9","(X)","(X)","9,533","±1,627","2.5%","±0.4","(X)","(X)","3,401","±1,155","2.3%","±0.8","(X)","(X)","3,782","±1,174","3.0%","±0.9","(X)","(X)","1,362","±457","1.7%","±0.6","(X)","(X)","11,891","±3,314","4.6%","±1.3","(X)","(X)","7,091","±1,806","5.3%","±1.4","(X)","(X)","2,660","±1,171","2.4%","±1.1","(X)","(X)","7,467,040","±58,337","2.3%","±0.1"
"            Population under 18 years","33,623","±8","203","±309","0.6%","±0.9","31,428","±270","425","±392","1.4%","±1.2","56,130","±317","1,640","±819","2.9%","±1.5","51,277","±345","850","±714","1.7%","±1.4","99,896","±171","3,425","±1,285","3.4%","±1.3","17,480","±399","528","±337","3.0%","±1.9","95,084","±171","566","±459","0.6%","±0.5","57,627","±252","467","±615","0.8%","±1.1","22,762","±163","672","±581","3.0%","±2.6","35,876","±14","194","±245","0.5%","±0.7","77,080","±196","1,407","±785","1.8%","±1.0","37,697","±404","0","±224","0.0%","±0.5","31,840","±84","78","±85","0.2%","±0.3","21,154","±289","0","±224","0.0%","±1.0","61,842","±212","1,617","±1,233","2.6%","±2.0","32,741","±114","344","±433","1.1%","±1.3","27,689","±894","177","±308","0.6%","±1.1","72,835,047","±33,175","547,083","±17,074","0.8%","±0.1"
"                Population under 5 years","7,066","±1,132","0","±224","0.0%","±2.9","8,513","±559","0","±224","0.0%","±2.4","15,740","±746","0","±224","0.0%","±1.3","14,862","±505","0","±224","0.0%","±1.4","28,550","±582","637","±730","2.2%","±2.5","4,794","±423","0","±224","0.0%","±4.2","27,907","±785","31","±52","0.1%","±0.2","15,860","±507","82","±157","0.5%","±1.0","6,994","±1,697","0","±224","0.0%","±2.9","8,844","±759","0","±224","0.0%","±2.3","22,464","±188","361","±437","1.6%","±1.9","10,261","±341","0","±224","0.0%","±2.0","8,603","±167","0","±224","0.0%","±2.4","5,912","±251","0","±224","0.0%","±3.4","15,105","±202","0","±224","0.0%","±1.4","9,124","±443","0","±224","0.0%","±2.2","7,319","±1,247","0","±224","0.0%","±2.8","19,401,454","±22,231","75,769","±5,791","0.4%","±0.1"
"                Population 5 to 17 years","26,557","±1,133","203","±309","0.8%","±1.2","22,915","±511","425","±392","1.9%","±1.7","40,390","±835","1,640","±819","4.1%","±2.0","36,415","±567","850","±714","2.3%","±2.0","71,346","±577","2,788","±1,112","3.9%","±1.6","12,686","±400","528","±337","4.2%","±2.6","67,177","±806","535","±459","0.8%","±0.7","41,767","±574","385","±608","0.9%","±1.5","15,768","±1,679","672","±581","4.3%","±3.6","27,032","±757","194","±245","0.7%","±0.9","54,616","±57","1,046","±693","1.9%","±1.3","27,436","±472","0","±224","0.0%","±0.8","23,237","±189","78","±85","0.3%","±0.4","15,242","±135","0","±224","0.0%","±1.3","46,737","±278","1,617","±1,233","3.5%","±2.6","23,617","±458","344","±433","1.5%","±1.8","20,370","±1,318","177","±308","0.9%","±1.5","53,433,593","±32,613","471,314","±15,522","0.9%","±0.1"
"            Population 18 to 64 years","75,942","±1,136","2,208","±1,172","2.9%","±1.6","71,194","±2,163","1,869","±733","2.6%","±1.0","137,384","±1,356","4,062","±1,596","3.0%","±1.2","119,288","±1,039","4,285","±1,742","3.6%","±1.5","274,834","±908","17,244","±4,983","6.3%","±1.8","40,784","±1,098","2,240","±1,293","5.5%","±3.2","258,240","±715","6,993","±1,696","2.7%","±0.7","151,997","±1,101","3,350","±1,230","2.2%","±0.8","58,159","±802","2,112","±924","3.6%","±1.6","85,287","±1,325","2,544","±1,167","3.0%","±1.4","250,557","±679","3,698","±969","1.5%","±0.4","86,922","±2,809","2,163","±922","2.5%","±1.0","74,087","±1,493","2,329","±1,066","3.1%","±1.4","46,337","±712","807","±385","1.7%","±0.8","150,666","±1,403","6,592","±2,167","4.4%","±1.4","81,184","±744","3,944","±1,446","4.9%","±1.8","65,090","±1,266","957","±662","1.5%","±1.0","197,503,214","±33,702","3,755,672","±36,041","1.9%","±0.1"
"                Population 18 to 34 years","28,404","±1,573","283","±363","1.0%","±1.3","24,574","±1,867","340","±339","1.4%","±1.4","51,078","±1,293","1,066","±750","2.1%","±1.5","45,597","±1,571","1,145","±776","2.5%","±1.7","122,778","±909","6,394","±2,750","5.2%","±2.2","14,602","±1,281","1,191","±1,036","8.2%","±7.0","92,945","±967","1,341","±697","1.4%","±0.7","61,104","±1,340","302","±266","0.5%","±0.4","22,335","±1,091","213","±237","1.0%","±1.1","32,559","±1,171","595","±509","1.8%","±1.6","99,302","±455","450","±318","0.5%","±0.3","34,402","±1,211","511","±643","1.5%","±1.8","26,785","±1,026","422","±447","1.6%","±1.7","16,804","±1,231","108","±131","0.6%","±0.8","47,071","±1,342","1,195","±906","2.5%","±1.9","31,768","±1,546","979","±681","3.1%","±2.1","24,617","±1,335","156","±202","0.6%","±0.8","74,020,428","±40,229","905,570","±17,977","1.2%","±0.1"
"                Population 35 to 64 years","47,538","±1,690","1,925","±1,108","4.0%","±2.3","46,620","±1,634","1,529","±649","3.3%","±1.4","86,306","±1,041","2,996","±1,285","3.5%","±1.5","73,691","±1,650","3,140","±1,295","4.3%","±1.7","152,056","±1,118","10,850","±3,203","7.1%","±2.1","26,182","±1,272","1,049","±618","4.0%","±2.4","165,295","±833","5,652","±1,516","3.4%","±0.9","90,893","±1,466","3,048","±1,201","3.4%","±1.3","35,824","±1,242","1,899","±881","5.3%","±2.4","52,728","±1,311","1,949","±1,011","3.7%","±1.9","151,255","±586","3,248","±852","2.1%","±0.6","52,520","±1,729","1,652","±678","3.1%","±1.3","47,302","±1,158","1,907","±931","4.0%","±2.0","29,533","±1,287","699","±338","2.4%","±1.1","103,595","±1,355","5,397","±1,697","5.2%","±1.6","49,416","±1,601","2,965","±1,236","6.0%","±2.5","40,473","±1,688","801","±569","2.0%","±1.4","123,482,786","±47,507","2,850,102","±31,917","2.3%","±0.1"
"            Population 65 years and over","16,135","±1,109","742","±495","4.6%","±3.0","17,747","±603","517","±347","2.9%","±2.0","41,295","±768","1,989","±651","4.8%","±1.6","30,690","±358","2,476","±893","8.1%","±2.9","62,633","±845","8,563","±1,869","13.7%","±3.0","10,780","±674","1,681","±919","15.6%","±8.7","75,690","±627","4,600","±971","6.1%","±1.3","32,405","±729","2,722","±878","8.4%","±2.7","15,699","±629","1,697","±596","10.8%","±3.8","18,755","±633","853","±599","4.5%","±3.2","59,203","±433","4,428","±1,060","7.5%","±1.8","23,116","±484","1,238","±536","5.4%","±2.3","20,738","±681","1,375","±629","6.6%","±3.1","13,273","±484","555","±281","4.2%","±2.1","44,769","±634","3,682","±1,172","8.2%","±2.6","19,474","±511","2,803","±995","14.4%","±5.1","16,301","±718","1,526","±953","9.4%","±5.8","52,782,417","±26,301","3,164,285","±37,162","6.0%","±0.1"
"                Population 65 to 74 years","10,710","±1,239","365","±275","3.4%","±2.6","11,236","±536","255","±263","2.3%","±2.3","24,447","±750","974","±430","4.0%","±1.8","18,411","±482","1,057","±497","5.7%","±2.7","38,179","±470","4,452","±1,203","11.7%","±3.1","6,198","±795","310","±363","5.0%","±5.9","45,493","±676","1,996","±757","4.4%","±1.7","20,004","±749","754","±367","3.8%","±1.8","9,222","±553","554","±451","6.0%","±4.9","11,612","±548","503","±527","4.3%","±4.5","37,529","±444","1,825","±615","4.9%","±1.6","13,585","±424","532","±329","3.9%","±2.4","12,720","±700","1,023","±583","8.0%","±4.7","7,858","±166","366","±273","4.7%","±3.5","27,529","±448","2,238","±988","8.1%","±3.6","12,221","±434","1,051","±493","8.6%","±4.0","9,043","±775","360","±453","4.0%","±5.0","31,216,223","±24,889","1,271,608","±20,269","4.1%","±0.1"
"                Population 75 years and over","5,425","±587","377","±392","6.9%","±6.7","6,511","±414","262","±225","4.0%","±3.5","16,848","±714","1,015","±469","6.0%","±2.8","12,279","±229","1,419","±765","11.6%","±6.2","24,454","±667","4,111","±1,401","16.8%","±5.7","4,582","±580","1,371","±854","29.9%","±18.5","30,197","±634","2,604","±809","8.6%","±2.7","12,401","±716","1,968","±770","15.9%","±6.0","6,477","±421","1,143","±425","17.6%","±6.6","7,143","±516","350","±273","4.9%","±3.9","21,674","±559","2,603","±845","12.0%","±3.8","9,531","±254","706","±413","7.4%","±4.4","8,018","±379","352","±215","4.4%","±2.7","5,415","±451","189","±161","3.5%","±2.9","17,240","±631","1,444","±647","8.4%","±3.8","7,253","±509","1,752","±869","24.2%","±11.7","7,258","±817","1,166","±708","16.1%","±9.3","21,566,194","±17,007","1,892,677","±27,432","8.8%","±0.1"
"        With a cognitive difficulty","(X)","(X)","6,966","±2,131","5.9%","±1.8","(X)","(X)","3,982","±1,198","3.6%","±1.1","(X)","(X)","16,082","±2,889","7.3%","±1.3","(X)","(X)","9,991","±1,775","5.4%","±0.9","(X)","(X)","23,634","±3,544","5.8%","±0.9","(X)","(X)","3,556","±1,180","5.5%","±1.8","(X)","(X)","27,427","±3,435","6.8%","±0.9","(X)","(X)","12,188","±2,043","5.4%","±0.9","(X)","(X)","6,499","±1,471","7.3%","±1.6","(X)","(X)","8,200","±2,529","6.3%","±1.9","(X)","(X)","24,091","±3,283","6.6%","±0.9","(X)","(X)","6,390","±1,274","4.6%","±0.9","(X)","(X)","7,566","±1,697","6.4%","±1.5","(X)","(X)","3,058","±1,002","4.1%","±1.3","(X)","(X)","18,361","±3,187","7.6%","±1.3","(X)","(X)","11,182","±2,569","9.0%","±2.1","(X)","(X)","7,528","±1,900","7.4%","±1.9","(X)","(X)","15,797,245","±87,227","5.2%","±0.1"
"            Population under 18 years","26,557","±1,133","1,586","±833","6.0%","±3.1","22,915","±511","917","±495","4.0%","±2.2","40,390","±835","3,131","±1,512","7.8%","±3.8","36,415","±567","1,597","±743","4.4%","±2.0","71,346","±577","3,919","±1,378","5.5%","±1.9","12,686","±400","1,107","±514","8.7%","±4.0","67,177","±806","2,505","±992","3.7%","±1.5","41,767","±574","1,587","±893","3.8%","±2.1","15,768","±1,679","1,044","±597","6.6%","±3.6","27,032","±757","1,809","±1,104","6.7%","±4.1","54,616","±57","3,540","±1,533","6.5%","±2.8","27,436","±472","569","±370","2.1%","±1.4","23,237","±189","1,457","±640","6.3%","±2.8","15,242","±135","707","±511","4.6%","±3.4","46,737","±278","3,249","±908","7.0%","±1.9","23,617","±458","2,315","±1,242","9.8%","±5.3","20,370","±1,318","1,295","±946","6.4%","±4.5","53,433,593","±32,613","2,354,191","±30,937","4.4%","±0.1"
"            Population 18 to 64 years","75,942","±1,136","4,239","±1,606","5.6%","±2.1","71,194","±2,163","2,206","±907","3.1%","±1.3","137,384","±1,356","7,416","±1,688","5.4%","±1.2","119,288","±1,039","5,347","±1,455","4.5%","±1.2","274,834","±908","13,669","±2,633","5.0%","±1.0","40,784","±1,098","1,528","±795","3.7%","±2.0","258,240","±715","17,931","±2,898","6.9%","±1.1","151,997","±1,101","7,489","±1,988","4.9%","±1.3","58,159","±802","3,862","±1,098","6.6%","±1.9","85,287","±1,325","4,623","±1,752","5.4%","±2.1","250,557","±679","15,673","±2,706","6.3%","±1.1","86,922","±2,809","4,459","±1,196","5.1%","±1.4","74,087","±1,493","3,697","±1,327","5.0%","±1.8","46,337","±712","1,218","±596","2.6%","±1.3","150,666","±1,403","11,194","±2,543","7.4%","±1.7","81,184","±744","6,540","±2,006","8.1%","±2.5","65,090","±1,266","4,670","±1,469","7.2%","±2.3","197,503,214","±33,702","9,085,439","±60,856","4.6%","±0.1"
