"Label","Aiken County, South Carolina!!Total!!Estimate","Aiken County, South Carolina!!Total!!Margin of Error","Aiken County, South Carolina!!With a disability!!Estimate","Aiken County, South Carolina!!With a disability!!Margin of Error","Aiken County, South Carolina!!Percent with a disability!!Estimate","Aiken County, South Carolina!!Percent with a disability!!Margin of Error","Anderson County, South Carolina!!Total!!Estimate","Anderson County, South Carolina!!Total!!Margin of Error","Anderson County, South Carolina!!With a disability!!Estimate","Anderson County, South Carolina!!With a disability!!Margin of Error","Anderson County, South Carolina!!Percent with a disability!!Estimate","Anderson County, South Carolina!!Percent with a disability!!Margin of Error","Beaufort County, South Carolina!!Total!!Estimate","Beaufort County, South Carolina!!Total!!Margin of Error","Beaufort County, South Carolina!!With a disability!!Estimate","Beaufort County, South Carolina!!With a disability!!Margin of Error","Beaufort County, South Carolina!!Percent with a disability!!Estimate","Beaufort County, South Carolina!!Percent with a disability!!Margin of Error","Berkeley County, South Carolina!!Total!!Estimate","Berkeley County, South Carolina!!Total!!Margin of Error","Berkeley County, South Carolina!!With a disability!!Estimate","Berkeley County, South Carolina!!With a disability!!Margin of Error","Berkeley County, South Carolina!!Percent with a disability!!Estimate","Berkeley County, South Carolina!!Percent with a disability!!Margin of Error","Charleston County, South Carolina!!Total!!Estimate","Charleston County, South Carolina!!Total!!Margin of Error","Charleston County, South Carolina!!With a disability!!Estimate","Charleston County, South Carolina!!With a disability!!Margin of Error","Charleston County, South Carolina!!Percent with a disability!!Estimate","Charleston County, South Carolina!!Percent with a disability!!Margin of Error","Darlington County, South Carolina!!Total!!Estimate","Darlington County, South Carolina!!Total!!Margin of Error","Darlington County, South Carolina!!With a disability!!Estimate","Darlington County, South Carolina!!With a disability!!Margin of Error","Darlington County, South Carolina!!Percent with a disability!!Estimate","Darlington County, South Carolina!!Percent with a disability!!Margin of Error","Dorchester County, South Carolina!!Total!!Estimate","Dorchester County, South Carolina!!Total!!Margin of Error","Dorchester County, South Carolina!!With a disability!!Estimate","Dorchester County, South Carolina!!With a disability!!Margin of Error","Dorchester County, South Carolina!!Percent with a disability!!Estimate","Dorchester County, South Carolina!!Percent with a disability!!Margin of Error","Florence County, South Carolina!!Total!!Estimate","Florence County, South Carolina!!Total!!Margin of Error","Florence County, South Carolina!!With a disability!!Estimate","Florence County, South Carolina!!With a disability!!Margin of Error","Florence County, South Carolina!!Percent with a disability!!Estimate","Florence County, South Carolina!!Percent with a disability!!Margin of Error","Greenville County, South Carolina!!Total!!Estimate","Greenville County, South Carolina!!Total!!Margin of Error","Greenville County, South Carolina!!With a disability!!Estimate","Greenville County, South Carolina!!With a disability!!Margin of Error","Greenville County, South Carolina!!Percent with a disability!!Estimate","Greenville County, South Carolina!!Percent with a disability!!Margin of Error","Greenwood County, South Carolina!!Total!!Estimate","Greenwood County, South Carolina!!Total!!Margin of Error","Greenwood County, South Carolina!!With a disability!!Estimate","Greenwood County, South Carolina!!With a disability!!Margin of Error","Greenwood County, South Carolina!!Percent with a disability!!Estimate","Greenwood County, South Carolina!!Percent with a disability!!Margin of Error","Horry County, South Carolina!!Total!!Estimate","Horry County, South Carolina!!Total!!Margin of Error","Horry County, South Carolina!!With a disability!!Estimate","Horry County, South Carolina!!With a disability!!Margin of Error","Horry County, South Carolina!!Percent with a disability!!Estimate","Horry County, South Carolina!!Percent with a disability!!Margin of Error","Kershaw County, South Carolina!!Total!!Estimate","Kershaw County, South Carolina!!Total!!Margin of Error","Kershaw County, South Carolina!!With a disability!!Estimate","Kershaw County, South Carolina!!With a disability!!Margin of Error","Kershaw County, South Carolina!!Percent with a disability!!Estimate","Kershaw County, South Carolina!!Percent with a disability!!Margin of Error","Lancaster County, South Carolina!!Total!!Estimate","Lancaster County, South Carolina!!Total!!Margin of Error","Lancaster County, South Carolina!!With a disability!!Estimate","Lancaster County, South Carolina!!With a disability!!Margin of Error","Lancaster County, South Carolina!!Percent with a disability!!Estimate","Lancaster County, South Carolina!!Percent with a disability!!Margin of Error","Laurens County, South Carolina!!Total!!Estimate","Laurens County, South Carolina!!Total!!Margin of Error","Laurens County, South Carolina!!With a disability!!Estimate","Laurens County, South Carolina!!With a disability!!Margin of Error","Laurens County, South Carolina!!Percent with a disability!!Estimate","Laurens County, South Carolina!!Percent with a disability!!Margin of Error","Lexington County, South Carolina!!Total!!Estimate","Lexington County, South Carolina!!Total!!Margin of Error","Lexington County, South Carolina!!With a disability!!Estimate","Lexington County, South Carolina!!With a disability!!Margin of Error","Lexington County, South Carolina!!Percent with a disability!!Estimate","Lexington County, South Carolina!!Percent with a disability!!Margin of Error","Oconee County, South Carolina!!Total!!Estimate","Oconee County, South Carolina!!Total!!Margin of Error","Oconee County, South Carolina!!With a disability!!Estimate","Oconee County, South Carolina!!With a disability!!Margin of Error","Oconee County, South Carolina!!Percent with a disability!!Estimate","Oconee County, South Carolina!!Percent with a disability!!Margin of Error","Orangeburg County, South Carolina!!Total!!Estimate","Orangeburg County, South Carolina!!Total!!Margin of Error","Orangeburg County, South Carolina!!With a disability!!Estimate","Orangeburg County, South Carolina!!With a disability!!Margin of Error","Orangeburg County, South Carolina!!Percent with a disability!!Estimate","Orangeburg County, South Carolina!!Percent with a disability!!Margin of Error","Pickens County, South Carolina!!Total!!Estimate","Pickens County, South Carolina!!Total!!Margin of Error","Pickens County, South Carolina!!With a disability!!Estimate","Pickens County, South Carolina!!With a disability!!Margin of Error","Pickens County, South Carolina!!Percent with a disability!!Estimate","Pickens County, South Carolina!!Percent with a disability!!Margin of Error","Richland County, South Carolina!!Total!!Estimate","Richland County, South Carolina!!Total!!Margin of Error","Richland County, South Carolina!!With a disability!!Estimate","Richland County, South Carolina!!With a disability!!Margin of Error","Richland County, South Carolina!!Percent with a disability!!Estimate","Richland County, South Carolina!!Percent with a disability!!Margin of Error","Spartanburg County, South Carolina!!Total!!Estimate","Spartanburg County, South Carolina!!Total!!Margin of Error","Spartanburg County, South Carolina!!With a disability!!Estimate","Spartanburg County, South Carolina!!With a disability!!Margin of Error","Spartanburg County, South Carolina!!Percent with a disability!!Estimate","Spartanburg County, South Carolina!!Percent with a disability!!Margin of Error","Sumter County, South Carolina!!Total!!Estimate","Sumter County, South Carolina!!Total!!Margin of Error","Sumter County, South Carolina!!With a disability!!Estimate","Sumter County, South Carolina!!With a disability!!Margin of Error","Sumter County, South Carolina!!Percent with a disability!!Estimate","Sumter County, South Carolina!!Percent with a disability!!Margin of Error","York County, South Carolina!!Total!!Estimate","York County, South Carolina!!Total!!Margin of Error","York County, South Carolina!!With a disability!!Estimate","York County, South Carolina!!With a disability!!Margin of Error","York County, South Carolina!!Percent with a disability!!Estimate","York County, South Carolina!!Percent with a disability!!Margin of Error","United States!!Total!!Estimate","United States!!Total!!Margin of Error","United States!!With a disability!!Estimate","United States!!With a disability!!Margin of Error","United States!!Percent with a disability!!Estimate","United States!!Percent with a disability!!Margin of Error"
"                Population 65 to 74 years","19,828","±407","2,094","±639","10.6%","±3.2","21,983","±792","2,709","±740","12.3%","±3.4","31,471","±772","2,359","±862","7.5%","±2.8","20,019","±642","1,513","±548","7.6%","±2.8","42,852","±442","3,688","±1,048","8.6%","±2.4","7,630","±406","370","±242","4.8%","±3.2","15,204","±810","1,215","±625","8.0%","±4.0","14,490","±304","587","±272","4.1%","±1.9","49,711","±773","4,032","±1,014","8.1%","±2.1","8,004","±729","504","±301","6.3%","±3.7","57,648","±865","5,299","±887","9.2%","±1.6","7,950","±542","395","±264","5.0%","±3.4","11,965","±561","1,746","±690","14.6%","±5.7","6,849","±454","744","±345","10.9%","±5.1","29,167","±787","3,105","±756","10.6%","±2.5","11,432","±637","1,538","±647","13.5%","±5.6","10,225","±201","647","±383","6.3%","±3.7","12,149","±680","739","±452","6.1%","±3.7","33,870","±752","3,122","±1,000","9.2%","±2.9","30,977","±648","4,037","±878","13.0%","±2.8","10,718","±488","570","±460","5.3%","±4.2","26,215","±385","2,404","±719","9.2%","±2.7","31,216,223","±24,889","2,681,672","±22,286","8.6%","±0.1"
"                Population 75 years and over","12,825","±602","3,385","±906","26.4%","±6.7","14,432","±741","3,805","±1,041","26.4%","±7.4","21,934","±527","3,744","±1,004","17.1%","±4.5","11,391","±381","2,513","±783","22.1%","±6.8","25,523","±396","5,176","±1,037","20.3%","±4.0","4,972","±409","1,133","±515","22.8%","±10.6","8,417","±1,020","1,787","±887","21.2%","±9.3","8,841","±242","1,908","±558","21.6%","±6.3","33,153","±679","7,598","±1,161","22.9%","±3.5","5,752","±729","1,382","±449","24.0%","±8.1","30,332","±866","5,562","±936","18.3%","±3.2","4,260","±591","811","±357","19.0%","±8.7","8,531","±544","932","±608","10.9%","±7.2","4,849","±511","1,417","±490","29.2%","±9.9","18,369","±832","3,529","±779","19.2%","±4.2","7,290","±336","2,240","±699","30.7%","±9.1","6,756","±173","2,030","±709","30.0%","±10.4","9,095","±527","1,560","±475","17.2%","±5.4","20,396","±904","3,541","±910","17.4%","±4.3","19,687","±501","4,495","±1,100","22.8%","±5.5","6,824","±294","1,766","±919","25.9%","±13.3","15,304","±365","2,206","±649","14.4%","±4.3","21,566,194","±17,007","4,544,851","±35,135","21.1%","±0.2"
"        With a vision difficulty","(X)","(X)","5,100","±1,491","3.0%","±0.9","(X)","(X)","6,987","±1,668","3.5%","±0.8","(X)","(X)","3,963","±1,166","2.1%","±0.6","(X)","(X)","5,766","±1,174","2.6%","±0.5","(X)","(X)","7,976","±1,786","2.0%","±0.4","(X)","(X)","2,798","±1,334","4.2%","±2.0","(X)","(X)","4,338","±1,853","2.7%","±1.2","(X)","(X)","3,632","±965","2.7%","±0.7","(X)","(X)","10,763","±2,090","2.1%","±0.4","(X)","(X)","1,508","±618","2.2%","±0.9","(X)","(X)","12,167","±2,026","3.4%","±0.6","(X)","(X)","1,845","±732","2.8%","±1.1","(X)","(X)","1,962","±879","2.0%","±0.9","(X)","(X)","1,851","±621","2.8%","±0.9","(X)","(X)","5,368","±1,241","1.8%","±0.4","(X)","(X)","1,880","±879","2.4%","±1.1","(X)","(X)","3,909","±971","4.6%","±1.1","(X)","(X)","3,943","±1,196","3.1%","±0.9","(X)","(X)","20,602","±2,682","5.3%","±0.7","(X)","(X)","10,495","±1,971","3.3%","±0.6","(X)","(X)","3,222","±1,129","3.2%","±1.1","(X)","(X)","2,657","±859","1.0%","±0.3","(X)","(X)","7,467,040","±58,337","2.3%","±0.1"
"            Population under 18 years","36,828","±205","797","±593","2.2%","±1.6","45,541","±340","259","±250","0.6%","±0.5","35,203","±922","366","±605","1.0%","±1.7","54,053","±250","88","±146","0.2%","±0.3","80,737","±732","298","±312","0.4%","±0.4","14,643","±42","103","±180","0.7%","±1.2","39,269","±104","218","±293","0.6%","±0.7","32,259","±290","129","±153","0.4%","±0.5","119,864","±274","842","±402","0.7%","±0.3","15,600","±1,228","0","±218","0.0%","±1.3","62,773","±461","714","±575","1.1%","±0.9","15,350","±8","0","±218","0.0%","±1.3","21,073","±26","286","±377","1.4%","±1.8","14,684","±278","92","±118","0.6%","±0.8","68,776","±110","167","±148","0.2%","±0.2","16,021","±179","0","±218","0.0%","±1.2","19,209","±615","0","±218","0.0%","±1.0","23,491","±154","355","±295","1.5%","±1.3","87,562","±936","1,536","±1,202","1.8%","±1.4","73,514","±261","735","±386","1.0%","±0.5","25,357","±11","71","±120","0.3%","±0.5","67,316","±321","40","±58","0.1%","±0.1","72,835,047","±33,175","547,083","±17,074","0.8%","±0.1"
"                Population under 5 years","9,550","±756","163","±258","1.7%","±2.7","11,149","±293","197","±239","1.8%","±2.1","9,597","±250","0","±218","0.0%","±2.0","13,961","±926","0","±218","0.0%","±1.4","23,800","±455","87","±151","0.4%","±0.6","3,851","±3","103","±180","2.7%","±4.7","9,631","±272","166","±271","1.7%","±2.8","8,574","±749","44","±75","0.5%","±0.9","31,988","±260","322","±324","1.0%","±1.0","4,356","±874","0","±218","0.0%","±4.4","15,624","±373","0","±218","0.0%","±1.3","3,847","±3","0","±218","0.0%","±5.0","5,843","±274","0","±218","0.0%","±3.3","3,915","±432","0","±218","0.0%","±4.9","16,247","±661","61","±104","0.4%","±0.6","3,262","±422","0","±218","0.0%","±5.9","4,441","±3","0","±218","0.0%","±4.3","6,914","±548","307","±268","4.4%","±3.9","23,781","±471","77","±127","0.3%","±0.5","19,682","±228","29","±49","0.1%","±0.2","7,033","±381","0","±218","0.0%","±2.8","16,586","±173","0","±218","0.0%","±1.2","19,401,454","±22,231","75,769","±5,791","0.4%","±0.1"
"                Population 5 to 17 years","27,278","±653","634","±636","2.3%","±2.3","34,392","±442","62","±75","0.2%","±0.2","25,606","±834","366","±605","1.4%","±2.4","40,092","±943","88","±146","0.2%","±0.4","56,937","±408","211","±264","0.4%","±0.5","10,792","±41","0","±218","0.0%","±1.8","29,638","±252","52","±101","0.2%","±0.3","23,685","±755","85","±129","0.4%","±0.5","87,876","±358","520","±263","0.6%","±0.3","11,244","±732","0","±218","0.0%","±1.7","47,149","±594","714","±575","1.5%","±1.2","11,503","±8","0","±218","0.0%","±1.7","15,230","±274","286","±377","1.9%","±2.5","10,769","±532","92","±118","0.9%","±1.1","52,529","±665","106","±109","0.2%","±0.2","12,759","±463","0","±218","0.0%","±1.5","14,768","±615","0","±218","0.0%","±1.3","16,577","±568","48","±79","0.3%","±0.5","63,781","±1,141","1,459","±1,194","2.3%","±1.9","53,832","±147","706","±399","1.3%","±0.7","18,324","±381","71","±120","0.4%","±0.7","50,730","±371","40","±58","0.1%","±0.1","53,433,593","±32,613","471,314","±15,522","0.9%","±0.1"
"            Population 18 to 64 years","99,004","±1,216","2,324","±985","2.3%","±1.0","119,246","±809","4,181","±1,306","3.5%","±1.1","98,365","±1,746","1,793","±910","1.8%","±0.9","135,877","±1,720","3,830","±1,015","2.8%","±0.7","253,192","±2,082","4,432","±1,431","1.8%","±0.6","38,661","±330","1,689","±1,161","4.4%","±3.0","97,440","±1,103","2,181","±1,134","2.2%","±1.2","80,962","±815","1,836","±732","2.3%","±0.9","316,371","±1,298","5,635","±1,475","1.8%","±0.5","40,059","±1,242","433","±336","1.1%","±0.8","201,921","±1,233","6,592","±1,466","3.3%","±0.7","38,342","±346","1,304","±600","3.4%","±1.6","54,465","±719","1,186","±683","2.2%","±1.2","39,991","±449","752","±472","1.9%","±1.2","179,881","±1,046","2,849","±998","1.6%","±0.6","43,950","±788","1,039","±667","2.4%","±1.5","49,118","±895","1,591","±718","3.2%","±1.5","81,311","±597","1,420","±797","1.7%","±1.0","248,607","±2,802","12,333","±2,002","5.0%","±0.8","191,413","±1,447","5,793","±1,501","3.0%","±0.8","58,471","±1,292","1,612","±706","2.8%","±1.2","170,324","±1,133","1,827","±624","1.1%","±0.4","197,503,214","±33,702","3,755,672","±36,041","1.9%","±0.1"
"                Population 18 to 34 years","35,828","±1,715","563","±539","1.6%","±1.5","41,665","±888","726","±464","1.7%","±1.1","34,770","±1,914","432","±447","1.2%","±1.3","50,143","±1,621","744","±505","1.5%","±1.0","98,807","±1,484","455","±313","0.5%","±0.3","14,390","±978","658","±782","4.6%","±5.5","33,854","±1,357","36","±65","0.1%","±0.2","29,891","±614","287","±219","1.0%","±0.7","117,461","±801","1,006","±633","0.9%","±0.5","15,334","±1,251","60","±65","0.4%","±0.4","64,459","±1,520","532","±406","0.8%","±0.6","12,162","±508","0","±218","0.0%","±1.6","16,970","±812","417","±450","2.5%","±2.6","14,166","±1,035","126","±133","0.9%","±0.9","61,799","±1,082","287","±190","0.5%","±0.3","14,697","±996","134","±162","0.9%","±1.1","18,368","±361","388","±314","2.1%","±1.7","38,368","±784","240","±204","0.6%","±0.5","107,177","±2,143","4,010","±1,090","3.7%","±1.0","71,317","±672","1,013","±607","1.4%","±0.8","21,215","±1,219","119","±200","0.6%","±0.9","57,217","±998","420","±296","0.7%","±0.5","74,020,428","±40,229","905,570","±17,977","1.2%","±0.1"
"                Population 35 to 64 years","63,176","±1,358","1,761","±746","2.8%","±1.2","77,581","±748","3,455","±1,143","4.5%","±1.5","63,595","±1,815","1,361","±721","2.1%","±1.1","85,734","±1,283","3,086","±874","3.6%","±1.0","154,385","±1,539","3,977","±1,393","2.6%","±0.9","24,271","±1,069","1,031","±586","4.2%","±2.4","63,586","±1,109","2,145","±1,128","3.4%","±1.8","51,071","±524","1,549","±661","3.0%","±1.3","198,910","±1,034","4,629","±1,315","2.3%","±0.7","24,725","±1,199","373","±331","1.5%","±1.3","137,462","±1,501","6,060","±1,442","4.4%","±1.0","26,180","±663","1,304","±600","5.0%","±2.3","37,495","±894","769","±515","2.1%","±1.4","25,825","±1,103","626","±467","2.4%","±1.8","118,082","±1,194","2,562","±989","2.2%","±0.8","29,253","±1,151","905","±639","3.1%","±2.2","30,750","±646","1,203","±637","3.9%","±2.1","42,943","±904","1,180","±764","2.7%","±1.8","141,430","±2,024","8,323","±1,696","5.9%","±1.2","120,096","±1,380","4,780","±1,449","4.0%","±1.2","37,256","±1,133","1,493","±702","4.0%","±1.9","113,107","±878","1,407","±599","1.2%","±0.5","123,482,786","±47,507","2,850,102","±31,917","2.3%","±0.1"
"            Population 65 years and over","32,653","±576","1,979","±855","6.1%","±2.6","36,415","±808","2,547","±843","7.0%","±2.3","53,405","±711","1,804","±782","3.4%","±1.5","31,410","±761","1,848","±608","5.9%","±1.9","68,375","±583","3,246","±963","4.7%","±1.4","12,602","±261","1,006","±550","8.0%","±4.3","23,621","±734","1,939","±1,051","8.2%","±4.3","23,331","±351","1,667","±624","7.1%","±2.7","82,864","±864","4,286","±1,104","5.2%","±1.3","13,756","±666","1,075","±488","7.8%","±3.5","87,980","±832","4,861","±1,347","5.5%","±1.5","12,210","±251","541","±280","4.4%","±2.3","20,496","±301","490","±343","2.4%","±1.7","11,698","±340","1,007","±454","8.6%","±3.9","47,536","±1,000","2,352","±853","4.9%","±1.8","18,722","±683","841","±476","4.5%","±2.5","16,981","±285","2,318","±752","13.7%","±4.4","21,244","±626","2,168","±728","10.2%","±3.4","54,266","±974","6,733","±1,562","12.4%","±2.8","50,664","±863","3,967","±1,069","7.8%","±2.1","17,542","±577","1,539","±748","8.8%","±4.2","41,519","±601","790","±430","1.9%","±1.0","52,782,417","±26,301","3,164,285","±37,162","6.0%","±0.1"
"                Population 65 to 74 years","19,828","±407","513","±277","2.6%","±1.4","21,983","±792","1,364","±704","6.2%","±3.2","31,471","±772","552","±376","1.8%","±1.2","20,019","±642","720","±328","3.6%","±1.6","42,852","±442","1,182","±560","2.8%","±1.3","7,630","±406","365","±426","4.8%","±5.6","15,204","±810","602","±400","4.0%","±2.6","14,490","±304","821","±431","5.7%","±3.0","49,711","±773","854","±388","1.7%","±0.8","8,004","±729","420","±326","5.2%","±3.9","57,648","±865","2,728","±1,070","4.7%","±1.9","7,950","±542","112","±114","1.4%","±1.4","11,965","±561","88","±95","0.7%","±0.8","6,849","±454","442","±320","6.5%","±4.6","29,167","±787","883","±622","3.0%","±2.1","11,432","±637","488","±398","4.3%","±3.4","10,225","±201","799","±422","7.8%","±4.1","12,149","±680","980","±670","8.1%","±5.3","33,870","±752","3,247","±1,028","9.6%","±3.0","30,977","±648","1,943","±891","6.3%","±2.9","10,718","±488","734","±530","6.8%","±5.0","26,215","±385","418","±296","1.6%","±1.1","31,216,223","±24,889","1,271,608","±20,269","4.1%","±0.1"
"                Population 75 years and over","12,825","±602","1,466","±802","11.4%","±6.2","14,432","±741","1,183","±472","8.2%","±3.3","21,934","±527","1,252","±664","5.7%","±3.0","11,391","±381","1,128","±485","9.9%","±4.2","25,523","±396","2,064","±798","8.1%","±3.1","4,972","±409","641","±342","12.9%","±6.8","8,417","±1,020","1,337","±987","15.9%","±10.3","8,841","±242","846","±446","9.6%","±5.1","33,153","±679","3,432","±1,089","10.4%","±3.2","5,752","±729","655","±380","11.4%","±6.7","30,332","±866","2,133","±795","7.0%","±2.6","4,260","±591","429","±266","10.1%","±6.6","8,531","±544","402","±342","4.7%","±4.0","4,849","±511","565","±325","11.7%","±6.7","18,369","±832","1,469","±570","8.0%","±3.1","7,290","±336","353","±234","4.8%","±3.3","6,756","±173","1,519","±662","22.5%","±9.7","9,095","±527","1,188","±542","13.1%","±5.8","20,396","±904","3,486","±1,165","17.1%","±5.6","19,687","±501","2,024","±706","10.3%","±3.6","6,824","±294","805","±439","11.8%","±6.4","15,304","±365","372","±265","2.4%","±1.7","21,566,194","±17,007","1,892,677","±27,432","8.8%","±0.1"
"        With a cognitive difficulty","(X)","(X)","8,056","±1,770","5.1%","±1.1","(X)","(X)","12,771","±2,565","6.7%","±1.3","(X)","(X)","5,705","±1,751","3.2%","±1.0","(X)","(X)","11,705","±2,224","5.6%","±1.1","(X)","(X)","14,842","±2,296","3.9%","±0.6","(X)","(X)","1,638","±689","2.6%","±1.1","(X)","(X)","9,930","±2,333","6.6%","±1.5","(X)","(X)","4,532","±1,277","3.5%","±1.0","(X)","(X)","25,331","±2,590","5.2%","±0.5","(X)","(X)","2,188","±615","3.4%","±1.0","(X)","(X)","18,437","±2,627","5.5%","±0.8","(X)","(X)","3,614","±1,092","5.8%","±1.8","(X)","(X)","4,216","±1,225","4.7%","±1.3","(X)","(X)","5,103","±1,404","8.2%","±2.2","(X)","(X)","13,560","±1,996","4.8%","±0.7","(X)","(X)","6,179","±1,537","8.2%","±2.0","(X)","(X)","5,498","±1,335","6.8%","±1.6","(X)","(X)","8,315","±1,819","7.0%","±1.5","(X)","(X)","19,556","±2,549","5.3%","±0.7","(X)","(X)","20,201","±2,777","6.8%","±0.9","(X)","(X)","5,546","±1,338","5.9%","±1.4","(X)","(X)","10,614","±1,987","4.0%","±0.8","(X)","(X)","15,797,245","±87,227","5.2%","±0.1"
"            Population under 18 years","27,278","±653","1,170","±780","4.3%","±2.8","34,392","±442","1,535","±797","4.5%","±2.3","25,606","±834","969","±722","3.8%","±2.8","40,092","±943","2,327","±973","5.8%","±2.5","56,937","±408","1,072","±513","1.9%","±0.9","10,792","±41","360","±342","3.3%","±3.2","29,638","±252","1,579","±877","5.3%","±2.9","23,685","±755","487","±353","2.1%","±1.5","87,876","±358","3,732","±973","4.2%","±1.1","11,244","±732","52","±54","0.5%","±0.5","47,149","±594","2,115","±877","4.5%","±1.9","11,503","±8","546","±420","4.7%","±3.6","15,230","±274","229","±299","1.5%","±2.0","10,769","±532","578","±403","5.4%","±3.8","52,529","±665","1,713","±638","3.3%","±1.2","12,759","±463","1,123","±622","8.8%","±4.9","14,768","±615","434","±400","2.9%","±2.7","16,577","±568","480","±318","2.9%","±1.9","63,781","±1,141","2,688","±1,064","4.2%","±1.7","53,832","±147","3,056","±993","5.7%","±1.8","18,324","±381","1,180","±687","6.4%","±3.8","50,730","±371","1,755","±660","3.5%","±1.3","53,433,593","±32,613","2,354,191","±30,937","4.4%","±0.1"
"            Population 18 to 64 years","99,004","±1,216","4,792","±1,299","4.8%","±1.3","119,246","±809","7,262","±1,804","6.1%","±1.5","98,365","±1,746","3,636","±1,363","3.7%","±1.4","135,877","±1,720","7,123","±1,720","5.2%","±1.3","253,192","±2,082","7,851","±1,893","3.1%","±0.7","38,661","±330","847","±498","2.2%","±1.3","97,440","±1,103","5,507","±1,600","5.7%","±1.6","80,962","±815","2,451","±959","3.0%","±1.2","316,371","±1,298","15,329","±2,037","4.8%","±0.6","40,059","±1,242","868","±400","2.2%","±1.0","201,921","±1,233","10,074","±2,057","5.0%","±1.0","38,342","±346","2,237","±947","5.8%","±2.5","54,465","±719","3,023","±1,240","5.6%","±2.3","39,991","±449","3,475","±1,070","8.7%","±2.7","179,881","±1,046","8,127","±1,524","4.5%","±0.8","43,950","±788","3,388","±1,171","7.7%","±2.7","49,118","±895","2,251","±1,012","4.6%","±2.0","81,311","±597","4,722","±1,375","5.8%","±1.7","248,607","±2,802","11,688","±1,888","4.7%","±0.8","191,413","±1,447","11,296","±2,140","5.9%","±1.1","58,471","±1,292","2,745","±976","4.7%","±1.7","170,324","±1,133","5,480","±1,377","3.2%","±0.8","197,503,214","±33,702","9,085,439","±60,856","4.6%","±0.1"
"                Population 18 to 34 years","35,828","±1,715","1,560","±822","4.4%","±2.3","41,665","±888","2,207","±986","5.3%","±2.4","34,770","±1,914","1,357","±697","3.9%","±2.1","50,143","±1,621","1,902","±932","3.8%","±1.9","98,807","±1,484","1,429","±678","1.4%","±0.7","14,390","±978","117","±181","0.8%","±1.3","33,854","±1,357","1,677","±717","5.0%","±2.1","29,891","±614","538","±398","1.8%","±1.3","117,461","±801","7,234","±1,773","6.2%","±1.5","15,334","±1,251","237","±169","1.5%","±1.1","64,459","±1,520","2,553","±1,011","4.0%","±1.6","12,162","±508","1,088","±635","8.9%","±5.2","16,970","±812","196","±311","1.2%","±1.8","14,166","±1,035","431","±327","3.0%","±2.3","61,799","±1,082","2,691","±795","4.4%","±1.3","14,697","±996","836","±439","5.7%","±3.0","18,368","±361","170","±152","0.9%","±0.8","38,368","±784","1,433","±542","3.7%","±1.4","107,177","±2,143","3,328","±1,101","3.1%","±1.0","71,317","±672","3,893","±1,111","5.5%","±1.6","21,215","±1,219","691","±377","3.3%","±1.8","57,217","±998","2,459","±963","4.3%","±1.7","74,020,428","±40,229","3,207,512","±36,493","4.3%","±0.1"
"                Population 35 to 64 years","63,176","±1,358","3,232","±1,053","5.1%","±1.7","77,581","±748","5,055","±1,264","6.5%","±1.6","63,595","±1,815","2,279","±1,118","3.6%","±1.8","85,734","±1,283","5,221","±1,541","6.1%","±1.8","154,385","±1,539","6,422","±1,828","4.2%","±1.2","24,271","±1,069","730","±454","3.0%","±1.9","63,586","±1,109","3,830","±1,375","6.0%","±2.2","51,071","±524","1,913","±773","3.7%","±1.5","198,910","±1,034","8,095","±1,398","4.1%","±0.7","24,725","±1,199","631","±332","2.6%","±1.3","137,462","±1,501","7,521","±1,662","5.5%","±1.2","26,180","±663","1,149","±670","4.4%","±2.6","37,495","±894","2,827","±1,174","7.5%","±3.1","25,825","±1,103","3,044","±1,052","11.8%","±4.1","118,082","±1,194","5,436","±1,282","4.6%","±1.1","29,253","±1,151","2,552","±999","8.7%","±3.5","30,750","±646","2,081","±988","6.8%","±3.2","42,943","±904","3,289","±1,240","7.7%","±2.9","141,430","±2,024","8,360","±1,639","5.9%","±1.2","120,096","±1,380","7,403","±1,728","6.2%","±1.4","37,256","±1,133","2,054","±897","5.5%","±2.4","113,107","±878","3,021","±954","2.7%","±0.8","123,482,786","±47,507","5,877,927","±46,429","4.8%","±0.1"
"            Population 65 years and over","32,653","±576","2,094","±905","6.4%","±2.8","36,415","±808","3,974","±1,125","10.9%","±3.1","53,405","±711","1,100","±530","2.1%","±1.0","31,410","±761","2,255","±702","7.2%","±2.2","68,375","±583","5,919","±1,133","8.7%","±1.7","12,602","±261","431","±355","3.4%","±2.8","23,621","±734","2,844","±1,257","12.0%","±5.1","23,331","±351","1,594","±606","6.8%","±2.6","82,864","±864","6,270","±1,316","7.6%","±1.6","13,756","±666","1,268","±486","9.2%","±3.5","87,980","±832","6,248","±1,098","7.1%","±1.2","12,210","±251","831","±464","6.8%","±3.8","20,496","±301","964","±749","4.7%","±3.6","11,698","±340","1,050","±492","9.0%","±4.2","47,536","±1,000","3,720","±983","7.8%","±2.1","18,722","±683","1,668","±632","8.9%","±3.4","16,981","±285","2,813","±740","16.6%","±4.4","21,244","±626","3,113","±1,162","14.7%","±5.3","54,266","±974","5,180","±1,352","9.5%","±2.5","50,664","±863","5,849","±1,232","11.5%","±2.4","17,542","±577","1,621","±714","9.2%","±4.1","41,519","±601","3,379","±1,168","8.1%","±2.8","52,782,417","±26,301","4,357,615","±43,148","8.3%","±0.1"
